"","species","meters","location","species.fb"
"388","Serranus notospilus",148,"Bonaire","Serranus notospilus"
"389","Serranus phoebe",148,"Bonaire","Serranus phoebe"
"390","Liopropoma olneyi",147,"Bonaire","Liopropoma olneyi"
"391","Lipogramma evides",147,"Bonaire","Lipogramma evides"
"392","Lipogramma levinsoni",147,"Bonaire","Lipogramma levinsoni"
"393","Muraena retifera",147,"Bonaire","Muraena retifera"
"394","Pontinus castor",147,"Bonaire","Pontinus castor"
"395","Prognathodes guyanensis",147,"Bonaire","Prognathodes guyanensis"
"396","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"397","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"398","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"399","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"400","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"401","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"402","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"403","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"404","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"405","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"406","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"407","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"408","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"409","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"410","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"411","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"412","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"413","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"414","Pronotogrammus martinicensis",147,"Bonaire","Pronotogrammus martinicensis"
"415","Serranus notospilus",147,"Bonaire","Serranus notospilus"
"416","Serranus phoebe",147,"Bonaire","Serranus phoebe"
"417","Chromis enchrysura",146,"Bonaire","Chromis enchrysura"
"418","Chromis enchrysura",146,"Bonaire","Chromis enchrysura"
"419","Chromis enchrysura",146,"Bonaire","Chromis enchrysura"
"420","Chromis enchrysura",146,"Bonaire","Chromis enchrysura"
"421","Liopropoma olneyi",146,"Bonaire","Liopropoma olneyi"
"422","Lipogramma evides",146,"Bonaire","Lipogramma evides"
"423","Pontinus castor",146,"Bonaire","Pontinus castor"
"424","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"425","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"426","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"427","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"428","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"429","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"430","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"431","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"432","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"433","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"434","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"435","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"436","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"437","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"438","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"439","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"440","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"441","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"442","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"443","Pronotogrammus martinicensis",146,"Bonaire","Pronotogrammus martinicensis"
"444","Serranus phoebe",146,"Bonaire","Serranus phoebe"
"445","Serranus phoebe",146,"Bonaire","Serranus phoebe"
"446","Serranus phoebe",146,"Bonaire","Serranus phoebe"
"447","Chromis enchrysura",145,"Bonaire","Chromis enchrysura"
"448","Corniger spinosus",145,"Bonaire","Corniger spinosus"
"449","Decodon shallow",145,"Bonaire","Decodon puellaris"
"450","Decodon shallow",145,"Bonaire","Decodon puellaris"
"451","Pontinus castor",145,"Bonaire","Pontinus castor"
"452","Prognathodes guyanensis",145,"Bonaire","Prognathodes guyanensis"
"453","Pronotogrammus martinicensis",145,"Bonaire","Pronotogrammus martinicensis"
"454","Pronotogrammus martinicensis",145,"Bonaire","Pronotogrammus martinicensis"
"455","Scorpaenodes barrybrowni",145,"Bonaire","Scorpaenodes barrybrowni"
"456","Serranus phoebe",145,"Bonaire","Serranus phoebe"
"457","Serranus phoebe",145,"Bonaire","Serranus phoebe"
"458","Decodon shallow",144,"Bonaire","Decodon puellaris"
"459","Decodon shallow",144,"Bonaire","Decodon puellaris"
"460","Decodon shallow",144,"Bonaire","Decodon puellaris"
"461","Equetus lanceolatus",144,"Bonaire","Equetus lanceolatus"
"462","Pontinus castor",144,"Bonaire","Pontinus castor"
"463","Pontinus castor",144,"Bonaire","Pontinus castor"
"464","Pronotogrammus martinicensis",144,"Bonaire","Pronotogrammus martinicensis"
"465","Pronotogrammus martinicensis",144,"Bonaire","Pronotogrammus martinicensis"
"466","Rypticus saponaceous",144,"Bonaire","Rypticus saponaceus"
"467","Serranus notospilus",144,"Bonaire","Serranus notospilus"
"468","Serranus notospilus",144,"Bonaire","Serranus notospilus"
"469","Serranus notospilus",144,"Bonaire","Serranus notospilus"
"470","Serranus phoebe",144,"Bonaire","Serranus phoebe"
"471","Serranus phoebe",144,"Bonaire","Serranus phoebe"
"472","Decodon shallow",143,"Bonaire","Decodon puellaris"
"473","Decodon shallow",143,"Bonaire","Decodon puellaris"
"474","Liopropoma olneyi",143,"Bonaire","Liopropoma olneyi"
"475","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"476","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"477","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"478","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"479","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"480","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"481","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"482","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"483","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"484","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"485","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"486","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"487","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"488","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"489","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"490","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"491","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"492","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"493","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"494","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"495","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"496","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"497","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"498","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"499","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"500","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"501","Pronotogrammus martinicensis",143,"Bonaire","Pronotogrammus martinicensis"
"502","Serranus phoebe",143,"Bonaire","Serranus phoebe"
"503","Serranus phoebe",143,"Bonaire","Serranus phoebe"
"504","Gymnothorax ocellatus",142,"Bonaire","Gymnothorax ocellatus"
"505","Lipogramma evides",142,"Bonaire","Lipogramma evides"
"506","Liopropoma olneyi",142,"Bonaire","Liopropoma olneyi"
"507","Prognathodes guyanensis",142,"Bonaire","Prognathodes guyanensis"
"508","Prognathodes guyanensis",142,"Bonaire","Prognathodes guyanensis"
"509","Pronotogrammus martinicensis",142,"Bonaire","Pronotogrammus martinicensis"
"510","Serranus notospilus",142,"Bonaire","Serranus notospilus"
"511","Serranus notospilus",142,"Bonaire","Serranus notospilus"
"512","Serranus phoebe",142,"Bonaire","Serranus phoebe"
"513","Serranus phoebe",142,"Bonaire","Serranus phoebe"
"514","Chromis enchrysura",141,"Bonaire","Chromis enchrysura"
"515","Liopropoma olneyi",141,"Bonaire","Liopropoma olneyi"
"516","Prognathodes guyanensis",141,"Bonaire","Prognathodes guyanensis"
"517","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"518","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"519","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"520","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"521","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"522","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"523","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"524","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"525","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"526","Pronotogrammus martinicensis",141,"Bonaire","Pronotogrammus martinicensis"
"527","Serranus notospilus",141,"Bonaire","Serranus notospilus"
"528","Serranus phoebe",141,"Bonaire","Serranus phoebe"
"529","Antilligobius nikkiae",140,"Bonaire","Antilligobius nikkiae"
"530","Haemulon chrysargyreum",140,"Bonaire","Haemulon chrysargyreum"
"531","Haemulon chrysargyreum",140,"Bonaire","Haemulon chrysargyreum"
"532","Liopropoma olneyi",140,"Bonaire","Liopropoma olneyi"
"533","Pristigenys alta",140,"Bonaire","Pristigenys alta"
"534","Pristigenys alta",140,"Bonaire","Pristigenys alta"
"535","Pronotogrammus martinicensis",140,"Bonaire","Pronotogrammus martinicensis"
"536","Psilotris laurae",140,"Bonaire","Psilotris boehlkei"
"537","Serranus notospilus",140,"Bonaire","Serranus notospilus"
"538","Serranus notospilus",140,"Bonaire","Serranus notospilus"
"539","Serranus notospilus",140,"Bonaire","Serranus notospilus"
"540","Serranus phoebe",140,"Bonaire","Serranus phoebe"
"541","Varicus decorum",140,"Bonaire","Varicus bucca"
"542","Caulolatilus plumieri",139,"Bonaire","Malacanthus plumieri"
"543","Chromis enchrysura",139,"Bonaire","Chromis enchrysura"
"544","Chromis enchrysura",139,"Bonaire","Chromis enchrysura"
"545","Liopropoma olneyi",139,"Bonaire","Liopropoma olneyi"
"546","Prognathodes aculeatus",139,"Bonaire","Prognathodes aculeatus"
"547","Pronotogrammus martinicensis",139,"Bonaire","Pronotogrammus martinicensis"
"548","Pronotogrammus martinicensis",139,"Bonaire","Pronotogrammus martinicensis"
"549","Pronotogrammus martinicensis",139,"Bonaire","Pronotogrammus martinicensis"
"550","Pronotogrammus martinicensis",139,"Bonaire","Pronotogrammus martinicensis"
"551","Pronotogrammus martinicensis",139,"Bonaire","Pronotogrammus martinicensis"
"552","Serranus phoebe",139,"Bonaire","Serranus phoebe"
"553","Choranthias tenuis",138,"Bonaire","Choranthias tenuis"
"554","Decodon shallow",138,"Bonaire","Decodon puellaris"
"555","Pronotogrammus martinicensis",138,"Bonaire","Pronotogrammus martinicensis"
"556","Pronotogrammus martinicensis",138,"Bonaire","Pronotogrammus martinicensis"
"557","Pronotogrammus martinicensis",138,"Bonaire","Pronotogrammus martinicensis"
"558","Pronotogrammus martinicensis",138,"Bonaire","Pronotogrammus martinicensis"
"559","Pronotogrammus martinicensis",138,"Bonaire","Pronotogrammus martinicensis"
"560","Pronotogrammus martinicensis",138,"Bonaire","Pronotogrammus martinicensis"
"561","Serranus phoebe",138,"Bonaire","Serranus phoebe"
"562","Serranus phoebe",138,"Bonaire","Serranus phoebe"
"563","Serranus phoebe",138,"Bonaire","Serranus phoebe"
"564","Gymnothorax ocellatus",137,"Bonaire","Gymnothorax ocellatus"
"565","Liopropoma olneyi",137,"Bonaire","Liopropoma olneyi"
"566","Liopropoma olneyi",137,"Bonaire","Liopropoma olneyi"
"567","Liopropoma olneyi",137,"Bonaire","Liopropoma olneyi"
"568","Pronotogrammus martinicensis",137,"Bonaire","Pronotogrammus martinicensis"
"569","Pronotogrammus martinicensis",137,"Bonaire","Pronotogrammus martinicensis"
"570","Pronotogrammus martinicensis",137,"Bonaire","Pronotogrammus martinicensis"
"571","Serranus notospilus",137,"Bonaire","Serranus notospilus"
"572","Serranus notospilus",137,"Bonaire","Serranus notospilus"
"573","Serranus phoebe",137,"Bonaire","Serranus phoebe"
"574","Serranus phoebe",137,"Bonaire","Serranus phoebe"
"575","Serranus phoebe",137,"Bonaire","Serranus phoebe"
"576","Serranus phoebe",137,"Bonaire","Serranus phoebe"
"577","Caulolatilus dooleyi",136,"Bonaire","Caulolatilus dooleyi"
"578","Chromis enchrysura",136,"Bonaire","Chromis enchrysura"
"579","Lipogramma levinsoni",136,"Bonaire","Lipogramma levinsoni"
"580","Pronotogrammus martinicensis",136,"Bonaire","Pronotogrammus martinicensis"
"581","Serranus phoebe",136,"Bonaire","Serranus phoebe"
"582","Varicus cephalocellatus",136,"Bonaire","Varicus bucca"
"583","Varicus cephalocellatus",136,"Bonaire","Varicus bucca"
"584","Chromis enchrysura",135,"Bonaire","Chromis enchrysura"
"585","Chromis enchrysura",135,"Bonaire","Chromis enchrysura"
"586","Pronotogrammus martinicensis",135,"Bonaire","Pronotogrammus martinicensis"
"587","Pronotogrammus martinicensis",135,"Bonaire","Pronotogrammus martinicensis"
"588","Pronotogrammus martinicensis",135,"Bonaire","Pronotogrammus martinicensis"
"589","Pronotogrammus martinicensis",135,"Bonaire","Pronotogrammus martinicensis"
"590","Pronotogrammus martinicensis",135,"Bonaire","Pronotogrammus martinicensis"
"591","Pronotogrammus martinicensis",135,"Bonaire","Pronotogrammus martinicensis"
"592","Serranus phoebe",135,"Bonaire","Serranus phoebe"
"593","Apogon pseudomaculatus",134,"Bonaire","Apogon pseudomaculatus"
"594","Apogon pseudomaculatus",134,"Bonaire","Apogon pseudomaculatus"
"595","Choranthias tenuis",134,"Bonaire","Choranthias tenuis"
"596","Choranthias tenuis",134,"Bonaire","Choranthias tenuis"
"597","Choranthias tenuis",134,"Bonaire","Choranthias tenuis"
"598","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"599","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"600","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"601","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"602","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"603","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"604","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"605","Chromis enchrysura",134,"Bonaire","Chromis enchrysura"
"606","Equetus lanceolatus",134,"Bonaire","Equetus lanceolatus"
"607","Equetus lanceolatus",134,"Bonaire","Equetus lanceolatus"
"608","Lipogramma levinsoni",134,"Bonaire","Lipogramma levinsoni"
"609","Lipogramma levinsoni",134,"Bonaire","Lipogramma levinsoni"
"610","Lipogramma levinsoni",134,"Bonaire","Lipogramma levinsoni"
"611","Paroncheilus affinis",134,"Bonaire","Paroncheilus affinis"
"612","Pronotogrammus martinicensis",134,"Bonaire","Pronotogrammus martinicensis"
"613","Serranus notospilus",134,"Bonaire","Serranus notospilus"
"614","Serranus phoebe",134,"Bonaire","Serranus phoebe"
"615","Serranus phoebe",134,"Bonaire","Serranus phoebe"
"616","Serranus phoebe",134,"Bonaire","Serranus phoebe"
"617","Serranus phoebe",134,"Bonaire","Serranus phoebe"
"618","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"619","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"620","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"621","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"622","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"623","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"624","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"625","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"626","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"627","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"628","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"629","Antilligobius nikkiae",133,"Bonaire","Antilligobius nikkiae"
"630","Corniger spinosus",133,"Bonaire","Corniger spinosus"
"631","Corniger spinosus",133,"Bonaire","Corniger spinosus"
"632","Decodon shallow",133,"Bonaire","Decodon puellaris"
"633","Lipogramma levinsoni",133,"Bonaire","Lipogramma levinsoni"
"634","Lipogramma levinsoni",133,"Bonaire","Lipogramma levinsoni"
"635","Lipogramma levinsoni",133,"Bonaire","Lipogramma levinsoni"
"636","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"637","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"638","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"639","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"640","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"641","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"642","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"643","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"644","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
"645","Pronotogrammus martinicensis",133,"Bonaire","Pronotogrammus martinicensis"
