"","species","dband","location","abundance","X","m","COEF","abu.corr"
"1355","Pristigenys alta",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1356","Pristigenys alta",140,"Bonaire",2,5,"m",1.365335946,2.730671892
"1357","Pristigenys alta",140,"Roatan",1,67,"m",1.893617021,1.893617021
"1358","Pristigenys alta",140,"St. Eustatius",1,117,"m",5.143874644,5.143874644
"1359","Pristigenys alta",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1360","Pristigenys alta",150,"Roatan",4,68,"m",2.022727273,8.090909092
"1361","Pristigenys alta",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"1362","Pristigenys alta",160,"Bonaire",5,7,"m",1.212877394,6.06438697
"1363","Pristigenys alta",160,"Curacao",2,33,"m",1.212877394,2.425754788
"1364","Pristigenys alta",160,"Roatan",4,69,"m",1.618181818,6.472727272
"1365","Pristigenys alta",160,"St. Eustatius",4,115,"m",4.342754059,17.371016236
"1366","Pristigenys alta",170,"Curacao",1,34,"m",1.172632844,1.172632844
"1367","Pristigenys alta",170,"Roatan",1,70,"m",1.022988506,1.022988506
"1368","Pristigenys alta",170,"St. Eustatius",3,114,"m",3.76734481,11.30203443
"1369","Pristigenys alta",180,"Curacao",2,35,"m",1.724533239,3.449066478
"1370","Pristigenys alta",180,"St. Eustatius",2,113,"m",4.174566474,8.349132948
"1371","Pristigenys alta",190,"St. Eustatius",3,112,"m",3.571711177,10.715133531
"1372","Pristigenys alta",210,"St. Eustatius",2,110,"m",2.498961938,4.997923876
"1373","Pristipomoides aquilonaris",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"1374","Pristipomoides aquilonaris",210,"Bonaire",3,12,"m",1.454078712,4.362236136
"1375","Pristipomoides aquilonaris",230,"Bonaire",1,14,"m",1.644295347,1.644295347
"1376","Pristipomoides freemani",190,"Bonaire",1,10,"m",1.643187332,1.643187332
"1377","Pristipomoides macrophthalmus",210,"Curacao",1,38,"m",1.454078712,1.454078712
"1378","Pristipomoides macrophthalmus",230,"St. Eustatius",1,108,"m",2.26572549,2.26572549
"1379","Prognathodes aculeatus",20,"Roatan",1,55,"m",1.934782609,1.934782609
"1380","Prognathodes aculeatus",30,"Roatan",3,56,"m",1.034883721,3.104651163
"1381","Prognathodes aculeatus",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"1382","Prognathodes aculeatus",40,"Roatan",2,57,"m",1.1125,2.225
"1383","Prognathodes aculeatus",40,"St. Eustatius",4,104,"m",10.87650602,43.50602408
"1384","Prognathodes aculeatus",50,"Bonaire",2,22,"m",0.999995899,1.999991798
"1385","Prognathodes aculeatus",50,"Curacao",2,49,"m",0.999995899,1.999991798
"1386","Prognathodes aculeatus",50,"St. Eustatius",2,103,"m",15.20421053,30.40842106
"1387","Prognathodes aculeatus",60,"Bonaire",2,23,"m",2.016114097,4.032228194
"1388","Prognathodes aculeatus",60,"Curacao",4,50,"m",2.016114097,8.064456388
"1389","Prognathodes aculeatus",60,"Roatan",6,59,"m",1.893617021,11.361702126
"1390","Prognathodes aculeatus",70,"Curacao",5,51,"m",2.085070543,10.425352715
"1391","Prognathodes aculeatus",70,"Roatan",7,60,"m",2.656716418,18.597014926
"1392","Prognathodes aculeatus",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"1393","Prognathodes aculeatus",80,"Curacao",5,52,"m",1.181725224,5.90862612
"1394","Prognathodes aculeatus",80,"Roatan",1,61,"m",2.472222222,2.472222222
"1395","Prognathodes aculeatus",80,"St. Eustatius",8,100,"m",3.768327681,30.146621448
"1396","Prognathodes aculeatus",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1397","Prognathodes aculeatus",90,"Curacao",8,53,"m",1.187769118,9.502152944
"1398","Prognathodes aculeatus",90,"Roatan",1,62,"m",2.966666667,2.966666667
"1399","Prognathodes aculeatus",90,"St. Eustatius",6,99,"m",1,6
"1400","Prognathodes aculeatus",100,"Curacao",2,27,"m",1.379236425,2.75847285
"1401","Prognathodes aculeatus",100,"St. Eustatius",10,121,"m",1.546301253,15.46301253
"1402","Prognathodes aculeatus",110,"Bonaire",2,2,"m",1.161185714,2.322371428
"1403","Prognathodes aculeatus",110,"St. Eustatius",6,120,"m",1.300675371,7.804052226
"1404","Prognathodes aculeatus",120,"Bonaire",3,3,"m",1.127104229,3.381312687
"1405","Prognathodes aculeatus",120,"Curacao",1,29,"m",1.127104229,1.127104229
"1406","Prognathodes aculeatus",120,"St. Eustatius",3,119,"m",3.838426787,11.515280361
"1407","Prognathodes aculeatus",130,"Bonaire",1,4,"m",1.303308391,1.303308391
"1408","Prognathodes aculeatus",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1409","Prognathodes aculeatus",130,"St. Eustatius",2,118,"m",3.42437174,6.84874348
"1410","Prognathodes aculeatus",140,"St. Eustatius",2,117,"m",5.143874644,10.287749288
"1411","Prognathodes aculeatus",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"1412","Prognathodes guyanensis",90,"Curacao",1,53,"m",1.187769118,1.187769118
"1413","Prognathodes guyanensis",100,"Curacao",4,27,"m",1.379236425,5.5169457
"1414","Prognathodes guyanensis",100,"Roatan",3,63,"m",1.483333333,4.449999999
"1415","Prognathodes guyanensis",110,"Bonaire",1,2,"m",1.161185714,1.161185714
"1416","Prognathodes guyanensis",110,"Curacao",2,28,"m",1.161185714,2.322371428
"1417","Prognathodes guyanensis",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"1418","Prognathodes guyanensis",120,"Curacao",3,29,"m",1.127104229,3.381312687
"1419","Prognathodes guyanensis",130,"Bonaire",1,4,"m",1.303308391,1.303308391
"1420","Prognathodes guyanensis",130,"Curacao",4,30,"m",1.303308391,5.213233564
"1421","Prognathodes guyanensis",140,"Bonaire",5,5,"m",1.365335946,6.82667973
"1422","Prognathodes guyanensis",140,"Curacao",3,31,"m",1.365335946,4.096007838
"1423","Prognathodes guyanensis",140,"St. Eustatius",2,117,"m",5.143874644,10.287749288
"1424","Prognathodes guyanensis",150,"Bonaire",2,6,"m",1.188927353,2.377854706
"1425","Prognathodes guyanensis",150,"Curacao",2,32,"m",1.188927353,2.377854706
"1426","Prognathodes guyanensis",160,"Bonaire",4,7,"m",1.212877394,4.851509576
"1427","Prognathodes guyanensis",160,"Curacao",6,33,"m",1.212877394,7.277264364
"1428","Prognathodes guyanensis",170,"Curacao",1,34,"m",1.172632844,1.172632844
"1429","Prognathodes guyanensis",170,"St. Eustatius",1,114,"m",3.76734481,3.76734481
"1430","Prognathodes guyanensis",200,"Curacao",1,37,"m",1.203301258,1.203301258
"1431","Prognathodes guyanensis",200,"Roatan",1,73,"m",1.369230769,1.369230769
"1432","Prognathodes guyanensis",210,"Curacao",1,38,"m",1.454078712,1.454078712
"1433","Pronotogrammus martinicensis",80,"Bonaire",2,25,"m",1.181725224,2.363450448
"1434","Pronotogrammus martinicensis",80,"Curacao",1,52,"m",1.181725224,1.181725224
"1435","Pronotogrammus martinicensis",90,"Bonaire",40,26,"m",1.187769118,47.51076472
"1436","Pronotogrammus martinicensis",90,"Curacao",17,53,"m",1.187769118,20.192075006
"1437","Pronotogrammus martinicensis",100,"Bonaire",12,1,"m",1.379236425,16.5508371
"1438","Pronotogrammus martinicensis",100,"Curacao",12,27,"m",1.379236425,16.5508371
"1439","Pronotogrammus martinicensis",110,"Bonaire",79,2,"m",1.161185714,91.733671406
"1440","Pronotogrammus martinicensis",110,"Curacao",100,28,"m",1.161185714,116.1185714
"1441","Pronotogrammus martinicensis",120,"Bonaire",186,3,"m",1.127104229,209.641386594
"1442","Pronotogrammus martinicensis",120,"Curacao",80,29,"m",1.127104229,90.16833832
"1443","Pronotogrammus martinicensis",130,"Bonaire",49,4,"m",1.303308391,63.862111159
"1444","Pronotogrammus martinicensis",130,"Curacao",76,30,"m",1.303308391,99.051437716
"1445","Pronotogrammus martinicensis",140,"Bonaire",104,5,"m",1.365335946,141.994938384
"1446","Pronotogrammus martinicensis",140,"Curacao",27,31,"m",1.365335946,36.864070542
"1447","Pronotogrammus martinicensis",140,"Roatan",3,67,"m",1.893617021,5.680851063
"1448","Pronotogrammus martinicensis",140,"St. Eustatius",1,117,"m",5.143874644,5.143874644
"1449","Pronotogrammus martinicensis",150,"Bonaire",61,6,"m",1.188927353,72.524568533
"1450","Pronotogrammus martinicensis",150,"Curacao",52,32,"m",1.188927353,61.824222356
"1451","Pronotogrammus martinicensis",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"1452","Pronotogrammus martinicensis",160,"Bonaire",19,7,"m",1.212877394,23.044670486
"1453","Pronotogrammus martinicensis",160,"Curacao",93,33,"m",1.212877394,112.797597642
"1454","Pronotogrammus martinicensis",160,"St. Eustatius",12,115,"m",4.342754059,52.113048708
"1455","Pronotogrammus martinicensis",170,"Bonaire",13,8,"m",1.172632844,15.244226972
"1456","Pronotogrammus martinicensis",170,"Curacao",22,34,"m",1.172632844,25.797922568
"1457","Pronotogrammus martinicensis",170,"St. Eustatius",28,114,"m",3.76734481,105.48565468
"1458","Pronotogrammus martinicensis",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1459","Pronotogrammus martinicensis",180,"Curacao",47,35,"m",1.724533239,81.053062233
"1460","Pronotogrammus martinicensis",180,"St. Eustatius",10,113,"m",4.174566474,41.74566474
"1461","Pronotogrammus martinicensis",190,"Curacao",17,36,"m",1.643187332,27.934184644
"1462","Pronotogrammus martinicensis",190,"St. Eustatius",8,112,"m",3.571711177,28.573689416
"1463","Pronotogrammus martinicensis",200,"Curacao",6,37,"m",1.203301258,7.219807548
"1464","Pronotogrammus martinicensis",200,"St. Eustatius",1,111,"m",3.862032086,3.862032086
"1465","Pronotogrammus martinicensis",210,"Curacao",2,38,"m",1.454078712,2.908157424
"1466","Pronotogrammus martinicensis",210,"St. Eustatius",2,110,"m",2.498961938,4.997923876
"1467","Pronotogrammus martinicensis",220,"Curacao",5,39,"m",1.136560242,5.68280121
"1468","Pronotogrammus martinicensis",230,"Curacao",1,40,"m",1.644295347,1.644295347
"1469","Pronotogrammus martinicensis",240,"St. Eustatius",1,107,"m",14.21653543,14.21653543
"1470","Pronotogrammus martinicensis",290,"Curacao",1,46,"m",4.077742475,4.077742475
"1471","Pseudupeneus maculatus",50,"Roatan",1,58,"m",1.390625,1.390625
"1472","Pseudupeneus maculatus",60,"Roatan",5,59,"m",1.893617021,9.468085105
"1473","Psilotris laurae",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"1474","Ptereleotris helenae",60,"Bonaire",3,23,"m",2.016114097,6.048342291
"1475","Ptereleotris helenae",60,"Curacao",1,50,"m",2.016114097,2.016114097
"1476","Ptereleotris helenae",70,"Bonaire",3,24,"m",2.085070543,6.255211629
"1477","Ptereleotris helenae",70,"Curacao",8,51,"m",2.085070543,16.680564344
"1478","Ptereleotris helenae",70,"St. Eustatius",2,101,"m",5.971062422,11.942124844
"1479","Ptereleotris helenae",80,"Bonaire",13,25,"m",1.181725224,15.362427912
"1480","Ptereleotris helenae",80,"Curacao",10,52,"m",1.181725224,11.81725224
"1481","Ptereleotris helenae",80,"Roatan",1,61,"m",2.472222222,2.472222222
"1482","Ptereleotris helenae",80,"St. Eustatius",19,100,"m",3.768327681,71.598225939
"1483","Ptereleotris helenae",90,"Bonaire",4,26,"m",1.187769118,4.751076472
"1484","Ptereleotris helenae",90,"Curacao",1,53,"m",1.187769118,1.187769118
"1485","Ptereleotris helenae",90,"St. Eustatius",33,99,"m",1,33
"1486","Ptereleotris helenae",100,"Bonaire",7,1,"m",1.379236425,9.654654975
"1487","Ptereleotris helenae",100,"Curacao",1,27,"m",1.379236425,1.379236425
"1488","Ptereleotris helenae",100,"St. Eustatius",22,121,"m",1.546301253,34.018627566
"1489","Ptereleotris helenae",110,"Bonaire",19,2,"m",1.161185714,22.062528566
"1490","Ptereleotris helenae",120,"Curacao",2,29,"m",1.127104229,2.254208458
"1491","Ptereleotris helenae",130,"St. Eustatius",1,118,"m",3.42437174,3.42437174
"1492","Ptereleotris helenae",140,"Roatan",2,67,"m",1.893617021,3.787234042
"1493","Ptereleotris helenae",180,"St. Eustatius",1,113,"m",4.174566474,4.174566474
"1494","Pterois volitans",30,"Roatan",1,56,"m",1.034883721,1.034883721
"1495","Pterois volitans",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1496","Pterois volitans",70,"Roatan",4,60,"m",2.656716418,10.626865672
"1497","Pterois volitans",80,"Roatan",4,61,"m",2.472222222,9.888888888
"1498","Pterois volitans",90,"Roatan",21,62,"m",2.966666667,62.300000007
"1499","Pterois volitans",100,"Roatan",1,63,"m",1.483333333,1.483333333
"1500","Pterois volitans",110,"Roatan",2,64,"m",1.934782609,3.869565218
"1501","Pterois volitans",120,"Roatan",1,65,"m",2.170731707,2.170731707
"1502","Pterois volitans",140,"Roatan",4,67,"m",1.893617021,7.574468084
"1503","Pterois volitans",150,"Roatan",3,68,"m",2.022727273,6.068181819
"1504","Pterois volitans",170,"Roatan",1,70,"m",1.022988506,1.022988506
"1505","Pterois volitans",200,"Roatan",2,73,"m",1.369230769,2.738461538
"1506","Pterois volitans",210,"Roatan",1,74,"m",2.119047619,2.119047619
"1507","Rypticus maculatus",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"1508","Rypticus saponaceous",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1509","Rypticus saponaceous",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1510","Rypticus saponaceous",100,"Bonaire",2,1,"m",1.379236425,2.75847285
"1511","Rypticus saponaceous",110,"Bonaire",3,2,"m",1.161185714,3.483557142
"1512","Rypticus saponaceous",130,"Bonaire",2,4,"m",1.303308391,2.606616782
"1513","Rypticus saponaceous",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"1514","Rypticus saponaceus",80,"St. Eustatius",1,100,"m",3.768327681,3.768327681
"1515","Rypticus saponaceus",110,"Roatan",1,64,"m",1.934782609,1.934782609
"1516","Rypticus saponaceus",110,"St. Eustatius",1,120,"m",1.300675371,1.300675371
"1517","Rypticus saponaceus",200,"St. Eustatius",1,111,"m",3.862032086,3.862032086
"1518","Rypticus saponaceus",210,"St. Eustatius",1,110,"m",2.498961938,2.498961938
"1519","Sargocentron bullisi",110,"Bonaire",2,2,"m",1.161185714,2.322371428
"1520","Sargocentron bullisi",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"1521","Sargocentron poco",180,"Roatan",1,71,"m",2.870967742,2.870967742
"1522","Scarus iseri",10,"Roatan",66,54,"m",2.225,146.85
"1523","Scarus iseri",20,"Roatan",15,55,"m",1.934782609,29.021739135
"1524","Scarus iseri",30,"Roatan",9,56,"m",1.034883721,9.313953489
"1525","Scarus iseri",40,"Roatan",3,57,"m",1.1125,3.3375
"1526","Scarus taeniopterus",10,"Roatan",17,54,"m",2.225,37.825
"1527","Scarus taeniopterus",20,"Roatan",40,55,"m",1.934782609,77.39130436
"1528","Scarus taeniopterus",30,"Roatan",20,56,"m",1.034883721,20.69767442
"1529","Scarus taeniopterus",40,"Bonaire",5,21,"m",1.139215137,5.696075685
"1530","Scarus taeniopterus",40,"Roatan",30,57,"m",1.1125,33.375
"1531","Scarus taeniopterus",40,"St. Eustatius",16,104,"m",10.87650602,174.02409632
"1532","Scarus taeniopterus",50,"Bonaire",5,22,"m",0.999995899,4.999979495
"1533","Scarus taeniopterus",50,"Roatan",20,58,"m",1.390625,27.8125
"1534","Scarus taeniopterus",50,"St. Eustatius",3,103,"m",15.20421053,45.61263159
"1535","Scarus taeniopterus",60,"Bonaire",3,23,"m",2.016114097,6.048342291
"1536","Scarus taeniopterus",60,"Roatan",23,59,"m",1.893617021,43.553191483
"1537","Scarus taeniopterus",60,"St. Eustatius",3,102,"m",6.826086957,20.478260871
"1538","Scarus taeniopterus",70,"Roatan",6,60,"m",2.656716418,15.940298508
"1539","Scarus taeniopterus",80,"Roatan",2,61,"m",2.472222222,4.944444444
"1540","Scarus taeniopterus",80,"St. Eustatius",13,100,"m",3.768327681,48.988259853
"1541","Scarus taeniopterus",90,"Roatan",1,62,"m",2.966666667,2.966666667
"1542","Scarus taeniopterus",90,"St. Eustatius",3,99,"m",1,3
"1543","Scarus vetula",20,"Roatan",1,55,"m",1.934782609,1.934782609
"1544","Scarus vetula",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1545","Scarus viride",50,"Roatan",1,58,"m",1.390625,1.390625
"1546","Scorpaena brasiliensis",200,"Bonaire",1,11,"m",1.203301258,1.203301258
"1547","Scorpaenodes barrybrowni",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"1548","Scorpaenodes barrybrowni",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1549","Scorpaenodes caribbaeus",190,"St. Eustatius",1,112,"m",3.571711177,3.571711177
"1550","Scorpaenodes caribbaeus",200,"St. Eustatius",1,111,"m",3.862032086,3.862032086
"1551","Scorpaenodes caribbaeus",220,"St. Eustatius",2,109,"m",5.980952381,11.961904762
"1552","Seriola dumerili",230,"Roatan",1,76,"m",1.589285714,1.589285714
"1553","Seriola rivoliana",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"1554","Seriola rivoliana",160,"St. Eustatius",2,115,"m",4.342754059,8.685508118
"1555","Serranus annularis",90,"St. Eustatius",1,99,"m",1,1
"1556","Serranus annularis",100,"St. Eustatius",1,121,"m",1.546301253,1.546301253
"1557","Serranus atrobranchus",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"1558","Serranus chionaraia",30,"Roatan",1,56,"m",1.034883721,1.034883721
"1559","Serranus chionaraia",70,"Bonaire",5,24,"m",2.085070543,10.425352715
"1560","Serranus chionaraia",80,"Bonaire",2,25,"m",1.181725224,2.363450448
"1561","Serranus chionaraia",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1562","Serranus luciopercanus",60,"Curacao",1,50,"m",2.016114097,2.016114097
"1563","Serranus luciopercanus",70,"Curacao",7,51,"m",2.085070543,14.595493801
"1564","Serranus luciopercanus",70,"Roatan",2,60,"m",2.656716418,5.313432836
"1565","Serranus luciopercanus",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"1566","Serranus luciopercanus",80,"Curacao",1,52,"m",1.181725224,1.181725224
"1567","Serranus luciopercanus",80,"Roatan",2,61,"m",2.472222222,4.944444444
"1568","Serranus luciopercanus",90,"Bonaire",6,26,"m",1.187769118,7.126614708
"1569","Serranus luciopercanus",90,"Curacao",20,53,"m",1.187769118,23.75538236
"1570","Serranus luciopercanus",90,"Roatan",8,62,"m",2.966666667,23.733333336
"1571","Serranus luciopercanus",90,"St. Eustatius",1,99,"m",1,1
"1572","Serranus luciopercanus",100,"Bonaire",1,1,"m",1.379236425,1.379236425
"1573","Serranus luciopercanus",100,"Curacao",18,27,"m",1.379236425,24.82625565
"1574","Serranus luciopercanus",100,"St. Eustatius",2,121,"m",1.546301253,3.092602506
"1575","Serranus luciopercanus",110,"Bonaire",2,2,"m",1.161185714,2.322371428
"1576","Serranus luciopercanus",110,"Curacao",15,28,"m",1.161185714,17.41778571
"1577","Serranus luciopercanus",110,"Roatan",3,64,"m",1.934782609,5.804347827
"1578","Serranus luciopercanus",110,"St. Eustatius",12,120,"m",1.300675371,15.608104452
"1579","Serranus luciopercanus",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"1580","Serranus luciopercanus",120,"Curacao",7,29,"m",1.127104229,7.889729603
"1581","Serranus luciopercanus",120,"Roatan",2,65,"m",2.170731707,4.341463414
"1582","Serranus luciopercanus",120,"St. Eustatius",3,119,"m",3.838426787,11.515280361
"1583","Serranus luciopercanus",130,"Roatan",3,66,"m",2.542857143,7.628571429
"1584","Serranus luciopercanus",130,"St. Eustatius",2,118,"m",3.42437174,6.84874348
"1585","Serranus luciopercanus",140,"Roatan",3,67,"m",1.893617021,5.680851063
"1586","Serranus luciopercanus",140,"St. Eustatius",2,117,"m",5.143874644,10.287749288
"1587","Serranus luciopercanus",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"1588","Serranus notospilus",100,"Bonaire",2,1,"m",1.379236425,2.75847285
"1589","Serranus notospilus",100,"Curacao",2,27,"m",1.379236425,2.75847285
"1590","Serranus notospilus",110,"Bonaire",1,2,"m",1.161185714,1.161185714
"1591","Serranus notospilus",110,"St. Eustatius",1,120,"m",1.300675371,1.300675371
"1592","Serranus notospilus",120,"Bonaire",3,3,"m",1.127104229,3.381312687
"1593","Serranus notospilus",130,"Bonaire",5,4,"m",1.303308391,6.516541955
"1594","Serranus notospilus",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1595","Serranus notospilus",130,"St. Eustatius",1,118,"m",3.42437174,3.42437174
"1596","Serranus notospilus",140,"Bonaire",13,5,"m",1.365335946,17.749367298
"1597","Serranus notospilus",140,"Curacao",8,31,"m",1.365335946,10.922687568
"1598","Serranus notospilus",140,"St. Eustatius",1,117,"m",5.143874644,5.143874644
"1599","Serranus notospilus",150,"Bonaire",7,6,"m",1.188927353,8.322491471
"1600","Serranus notospilus",150,"Curacao",7,32,"m",1.188927353,8.322491471
"1601","Serranus notospilus",160,"Bonaire",6,7,"m",1.212877394,7.277264364
"1602","Serranus notospilus",160,"Curacao",6,33,"m",1.212877394,7.277264364
"1603","Serranus notospilus",170,"Bonaire",8,8,"m",1.172632844,9.381062752
"1604","Serranus notospilus",170,"Curacao",4,34,"m",1.172632844,4.690531376
"1605","Serranus notospilus",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1606","Serranus notospilus",180,"Curacao",10,35,"m",1.724533239,17.24533239
"1607","Serranus notospilus",180,"St. Eustatius",4,113,"m",4.174566474,16.698265896
"1608","Serranus notospilus",190,"Curacao",15,36,"m",1.643187332,24.64780998
"1609","Serranus notospilus",190,"St. Eustatius",1,112,"m",3.571711177,3.571711177
"1610","Serranus notospilus",200,"Bonaire",1,11,"m",1.203301258,1.203301258
"1611","Serranus notospilus",200,"Curacao",20,37,"m",1.203301258,24.06602516
"1612","Serranus notospilus",210,"Bonaire",2,12,"m",1.454078712,2.908157424
"1613","Serranus notospilus",210,"Curacao",7,38,"m",1.454078712,10.178550984
"1614","Serranus notospilus",220,"Curacao",12,39,"m",1.136560242,13.638722904
"1615","Serranus notospilus",220,"St. Eustatius",1,109,"m",5.980952381,5.980952381
"1616","Serranus notospilus",230,"Curacao",8,40,"m",1.644295347,13.154362776
"1617","Serranus phoebe",70,"Bonaire",1,24,"m",2.085070543,2.085070543
"1618","Serranus phoebe",80,"Bonaire",8,25,"m",1.181725224,9.453801792
"1619","Serranus phoebe",80,"Curacao",2,52,"m",1.181725224,2.363450448
"1620","Serranus phoebe",90,"Bonaire",4,26,"m",1.187769118,4.751076472
"1621","Serranus phoebe",100,"Bonaire",4,1,"m",1.379236425,5.5169457
"1622","Serranus phoebe",100,"Curacao",1,27,"m",1.379236425,1.379236425
"1623","Serranus phoebe",110,"Bonaire",11,2,"m",1.161185714,12.773042854
"1624","Serranus phoebe",120,"Bonaire",12,3,"m",1.127104229,13.525250748
"1625","Serranus phoebe",120,"Curacao",3,29,"m",1.127104229,3.381312687
"1626","Serranus phoebe",130,"Bonaire",30,4,"m",1.303308391,39.09925173
"1627","Serranus phoebe",130,"Curacao",4,30,"m",1.303308391,5.213233564
"1628","Serranus phoebe",140,"Bonaire",15,5,"m",1.365335946,20.48003919
"1629","Serranus phoebe",140,"Curacao",8,31,"m",1.365335946,10.922687568
"1630","Serranus phoebe",150,"Bonaire",5,6,"m",1.188927353,5.944636765
"1631","Serranus phoebe",160,"Bonaire",4,7,"m",1.212877394,4.851509576
"1632","Serranus phoebe",160,"Curacao",2,33,"m",1.212877394,2.425754788
"1633","Serranus phoebe",170,"Bonaire",5,8,"m",1.172632844,5.86316422
"1634","Serranus phoebe",170,"Curacao",4,34,"m",1.172632844,4.690531376
"1635","Serranus phoebe",170,"St. Eustatius",2,114,"m",3.76734481,7.53468962
"1636","Serranus phoebe",180,"Bonaire",3,9,"m",1.724533239,5.173599717
"1637","Serranus phoebe",180,"Curacao",1,35,"m",1.724533239,1.724533239
"1638","Serranus phoebe",180,"St. Eustatius",7,113,"m",4.174566474,29.221965318
"1639","Serranus phoebe",200,"St. Eustatius",2,111,"m",3.862032086,7.724064172
"1640","Serranus tabacarius",40,"St. Eustatius",1,104,"m",10.87650602,10.87650602
"1641","Serranus tabacarius",50,"Bonaire",1,22,"m",0.999995899,0.999995899
"1642","Serranus tabacarius",50,"St. Eustatius",1,103,"m",15.20421053,15.20421053
"1643","Serranus tabacarius",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1644","Serranus tabacarius",90,"St. Eustatius",2,99,"m",1,2
"1645","Serranus tabacarrius",40,"Roatan",1,57,"m",1.1125,1.1125
"1646","Serranus tigrinus",50,"Bonaire",1,22,"m",0.999995899,0.999995899
"1647","Serranus tortugarum",40,"Roatan",8,57,"m",1.1125,8.9
"1648","Serranus tortugarum",40,"St. Eustatius",9,104,"m",10.87650602,97.88855418
"1649","Serranus tortugarum",50,"St. Eustatius",60,103,"m",15.20421053,912.2526318
"1650","Serranus tortugarum",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1651","Serranus tortugarum",60,"St. Eustatius",25,102,"m",6.826086957,170.652173925
"1652","Serranus tortugarum",70,"Bonaire",2,24,"m",2.085070543,4.170141086
"1653","Serranus tortugarum",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"1654","Serranus tortugarum",80,"Bonaire",3,25,"m",1.181725224,3.545175672
"1655","Serranus tortugarum",80,"Roatan",7,61,"m",2.472222222,17.305555554
"1656","Serranus tortugarum",80,"St. Eustatius",18,100,"m",3.768327681,67.829898258
"1657","Serranus tortugarum",90,"St. Eustatius",1,99,"m",1,1
"1658","Sparisoma atomarium",10,"Roatan",1,54,"m",2.225,2.225
"1659","Sparisoma atomarium",20,"Roatan",1,55,"m",1.934782609,1.934782609
"1660","Sparisoma atomarium",40,"Roatan",4,57,"m",1.1125,4.45
"1661","Sparisoma atomarium",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1662","Sparisoma aurofrenatum",10,"Roatan",53,54,"m",2.225,117.925
"1663","Sparisoma aurofrenatum",20,"Roatan",6,55,"m",1.934782609,11.608695654
"1664","Sparisoma aurofrenatum",30,"Roatan",9,56,"m",1.034883721,9.313953489
"1665","Sparisoma aurofrenatum",40,"Roatan",8,57,"m",1.1125,8.9
"1666","Sparisoma aurofrenatum",40,"St. Eustatius",2,104,"m",10.87650602,21.75301204
"1667","Sparisoma aurofrenatum",50,"Roatan",9,58,"m",1.390625,12.515625
"1668","Sparisoma aurofrenatum",60,"Roatan",6,59,"m",1.893617021,11.361702126
"1669","Sparisoma aurofrenatum",70,"Roatan",1,60,"m",2.656716418,2.656716418
"1670","Sparisoma aurofrenatum",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"1671","Sparisoma chrysopterum",10,"Roatan",4,54,"m",2.225,8.9
"1672","Sparisoma rubripinne",10,"Roatan",1,54,"m",2.225,2.225
"1673","Sparisoma viride",10,"Roatan",28,54,"m",2.225,62.3
"1674","Sparisoma viride",20,"Roatan",6,55,"m",1.934782609,11.608695654
"1675","Sparisoma viride",30,"Roatan",2,56,"m",1.034883721,2.069767442
"1676","Sparisoma viride",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"1677","Sparisoma viride",40,"Roatan",1,57,"m",1.1125,1.1125
"1678","Sparisoma viride",40,"St. Eustatius",2,104,"m",10.87650602,21.75301204
"1679","Sparisoma viride",50,"Bonaire",1,22,"m",0.999995899,0.999995899
"1680","Sparisoma viride",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1681","Sparisoma viride",60,"Roatan",1,59,"m",1.893617021,1.893617021
