,species,dband,location,abundance,m,COEF,abu.corr,species.fb
1196,Ostichthys trachypoma,230,Roatan,3,m,1.589285714,4.767857142,Ostichthys trachypoma
1197,Ostichthys trachypoma,240,Curacao,3,m,2.350351807,7.051055421,Ostichthys trachypoma
1198,Ostichthys trachypoma,240,Roatan,4,m,1.711538462,6.846153848,Ostichthys trachypoma
1199,Ostichthys trachypoma,250,Curacao,6,m,3.051927409,18.31156445,Ostichthys trachypoma
1200,Ostichthys trachypoma,250,Roatan,3,m,1.034883721,3.104651163,Ostichthys trachypoma
1201,Ostichthys trachypoma,260,Curacao,10,m,2.855374707,28.55374707,Ostichthys trachypoma
1202,Ostichthys trachypoma,260,Roatan,5,m,1.126582278,5.63291139,Ostichthys trachypoma
1203,Ostichthys trachypoma,270,Curacao,1,m,3.382094313,3.382094313,Ostichthys trachypoma
1204,Ostichthys trachypoma,280,Curacao,1,m,3.295256757,3.295256757,Ostichthys trachypoma
1205,Ostichthys trachypoma,280,Roatan,1,m,2.022727273,2.022727273,Ostichthys trachypoma
1206,Ostichthys trachypoma,290,Roatan,1,m,1.308823529,1.308823529,Ostichthys trachypoma
1207,Ostichthys trachypoma,300,Roatan,1,m,2.617647059,2.617647059,Ostichthys trachypoma
1208,Oxyurichthys stigmalophius,90,Bonaire,2,m,1.187769118,2.375538236,Oxyurichthys stigmalophius
1209,Oxyurichthys stigmalophius,100,Bonaire,1,m,1.379236425,1.379236425,Oxyurichthys stigmalophius
1210,Palatogobius grandoculus,120,Roatan,20,m,2.170731707,43.41463414,Palatogobius grandoculus
1211,Palatogobius grandoculus,130,Roatan,2,m,2.542857143,5.085714286,Palatogobius grandoculus
1212,Palatogobius grandoculus,140,Roatan,220,m,1.893617021,416.5957446,Palatogobius grandoculus
1213,Palatogobius grandoculus,150,Roatan,210,m,2.022727273,424.7727273,Palatogobius grandoculus
1214,Palatogobius grandoculus,160,Roatan,300,m,1.618181818,485.4545454,Palatogobius grandoculus
1215,Palatogobius grandoculus,170,Roatan,300,m,1.022988506,306.8965518,Palatogobius grandoculus
1216,Palatogobius grandoculus,190,Roatan,4,m,1.934782609,7.739130436,Palatogobius grandoculus
1217,Palatogobius grandoculus,200,Roatan,28,m,1.369230769,38.33846153,Palatogobius grandoculus
1218,Palatogobius grandoculus,210,Roatan,17,m,2.119047619,36.02380952,Palatogobius grandoculus
1219,Palatogobius grandoculus,220,Roatan,6,m,1.854166667,11.125,Palatogobius grandoculus
1220,Palatogobius grandoculus,230,Roatan,7,m,1.589285714,11.125,Palatogobius grandoculus
1221,Palatogobius grandoculus,240,Roatan,10,m,1.711538462,17.11538462,Palatogobius grandoculus
1222,Palatogobius grandoculus,260,Roatan,4,m,1.126582278,4.506329112,Palatogobius grandoculus
1223,Palatogobius grandoculus,260,St. Eustatius,1,m,6.485855411,6.485855411,Palatogobius grandoculus
1224,Palatogobius grandoculus,270,Roatan,1,m,1,1,Palatogobius grandoculus
1225,Palatogobius grandoculus,280,Roatan,6,m,2.022727273,12.13636364,Palatogobius grandoculus
1226,Palatogobius grandoculus,290,Roatan,1,m,1.308823529,1.308823529,Palatogobius grandoculus
1227,Palatogobius incendius,70,Bonaire,6,m,2.085070543,12.51042326,Palatogobius grandoculus
1228,Palatogobius incendius,90,Roatan,438,m,2.966666667,1299.4,Palatogobius grandoculus
1229,Palatogobius incendius,100,St. Eustatius,26,m,1.546301253,40.20383258,Palatogobius grandoculus
1230,Palatogobius incendius,110,Bonaire,51,m,1.161185714,59.22047141,Palatogobius grandoculus
1231,Palatogobius incendius,110,Curacao,140,m,1.161185714,162.566,Palatogobius grandoculus
1232,Palatogobius incendius,110,Roatan,401,m,1.934782609,775.8478262,Palatogobius grandoculus
1233,Palatogobius incendius,110,St. Eustatius,267,m,1.300675371,347.2803241,Palatogobius grandoculus
1234,Palatogobius incendius,120,Curacao,82,m,1.127104229,92.42254678,Palatogobius grandoculus
1235,Palatogobius incendius,120,Roatan,261,m,2.170731707,566.5609755,Palatogobius grandoculus
1236,Palatogobius incendius,130,St. Eustatius,1,m,3.42437174,3.42437174,Palatogobius grandoculus
1237,Palatogobius incendius,140,Curacao,60,m,1.365335946,81.92015676,Palatogobius grandoculus
1238,Palatogobius incendius,140,Roatan,21,m,1.893617021,39.76595744,Palatogobius grandoculus
1239,Palatogobius incendius,150,Bonaire,1,m,1.188927353,1.188927353,Palatogobius grandoculus
1240,Palatogobius incendius,150,Curacao,32,m,1.188927353,38.0456753,Palatogobius grandoculus
1241,Palatogobius incendius,150,Roatan,379,m,2.022727273,766.6136365,Palatogobius grandoculus
1242,Palatogobius incendius,150,St. Eustatius,1,m,3.366899767,3.366899767,Palatogobius grandoculus
1243,Palatogobius incendius,160,Roatan,405,m,1.618181818,655.3636363,Palatogobius grandoculus
1244,Palatogobius incendius,160,St. Eustatius,165,m,4.342754059,716.5544197,Palatogobius grandoculus
1245,Palatogobius incendius,170,Roatan,205,m,1.022988506,209.7126437,Palatogobius grandoculus
1246,Palatogobius incendius,180,Curacao,1,m,1.724533239,1.724533239,Palatogobius grandoculus
1247,Palatogobius incendius,180,Roatan,49,m,2.870967742,140.6774194,Palatogobius grandoculus
1248,Palatogobius incendius,180,St. Eustatius,31,m,4.174566474,129.4115607,Palatogobius grandoculus
1249,Palatogobius incendius,190,Roatan,3,m,1.934782609,5.804347827,Palatogobius grandoculus
1250,Palatogobius incendius,200,Curacao,1,m,1.203301258,1.203301258,Palatogobius grandoculus
1251,Palatogobius incendius,200,Roatan,53,m,1.369230769,72.56923076,Palatogobius grandoculus
1252,Palatogobius paradoxus,240,Roatan,4,m,1.711538462,6.846153848,Palatogobius paradoxus
1253,Paranthias furcifer,40,St. Eustatius,5,m,10.87650602,54.3825301,Paranthias furcifer
1254,Paranthias furcifer,50,Bonaire,26,m,0.999995899,25.99989337,Paranthias furcifer
1255,Paranthias furcifer,50,Curacao,6,m,0.999995899,5.999975394,Paranthias furcifer
1256,Paranthias furcifer,60,Bonaire,16,m,2.016114097,32.25782555,Paranthias furcifer
1257,Paranthias furcifer,60,Curacao,189,m,2.016114097,381.0455643,Paranthias furcifer
1258,Paranthias furcifer,70,Curacao,45,m,2.085070543,93.82817444,Paranthias furcifer
1259,Paranthias furcifer,80,Bonaire,101,m,1.181725224,119.3542476,Paranthias furcifer
1260,Paranthias furcifer,90,Bonaire,50,m,1.187769118,59.3884559,Paranthias furcifer
1261,Paranthias furcifer,90,Curacao,4,m,1.187769118,4.751076472,Paranthias furcifer
1262,Paranthias furcifer,100,Curacao,1,m,1.379236425,1.379236425,Paranthias furcifer
1263,Paranthias furcifer,110,Bonaire,1,m,1.161185714,1.161185714,Paranthias furcifer
1264,Paranthias furcifer,110,Curacao,2,m,1.161185714,2.322371428,Paranthias furcifer
1265,Paroncheilus affinis,80,Bonaire,350,m,1.181725224,413.6038284,Paroncheilus affinis
1266,Paroncheilus affinis,80,St. Eustatius,1004,m,3.768327681,3783.400992,Paroncheilus affinis
1267,Paroncheilus affinis,90,Bonaire,36,m,1.187769118,42.75968825,Paroncheilus affinis
1268,Paroncheilus affinis,90,St. Eustatius,1,m,1,1,Paroncheilus affinis
1269,Paroncheilus affinis,100,Bonaire,1,m,1.379236425,1.379236425,Paroncheilus affinis
1270,Paroncheilus affinis,100,St. Eustatius,51,m,1.546301253,78.8613639,Paroncheilus affinis
1271,Paroncheilus affinis,110,Bonaire,249,m,1.161185714,289.1352428,Paroncheilus affinis
1272,Paroncheilus affinis,110,Curacao,5,m,1.161185714,5.80592857,Paroncheilus affinis
1273,Paroncheilus affinis,130,Bonaire,1,m,1.303308391,1.303308391,Paroncheilus affinis
1274,Paroncheilus affinis,200,Bonaire,1,m,1.203301258,1.203301258,Paroncheilus affinis
1275,Peristedion brevirostre,170,Bonaire,1,m,1.172632844,1.172632844,Peristedion brevirostre
1276,Peristedion brevirostre,180,Bonaire,1,m,1.724533239,1.724533239,Peristedion brevirostre
1277,Peristedion brevirostre,220,Bonaire,1,m,1.136560242,1.136560242,Peristedion brevirostre
1278,Phenacoscorpius nebrius,360,Roatan,1,m,8.090909091,8.090909091,Phenacoscorpius nebris
1279,Phenacoscorpius nebrius,420,Roatan,1,m,3.178571429,3.178571429,Phenacoscorpius nebris
1280,Physiculus fulvus,150,Bonaire,1,m,1.188927353,1.188927353,Physiculus fulvus
1281,Physiculus fulvus,160,Bonaire,1,m,1.212877394,1.212877394,Physiculus fulvus
1282,Physiculus fulvus,170,Bonaire,2,m,1.172632844,2.345265688,Physiculus fulvus
1283,Pinnichthys aimoriensis,90,St. Eustatius,1,m,1,1,Chriolepis zebra
1284,Pinnichthys aimoriensis,160,Bonaire,1,m,1.212877394,1.212877394,Chriolepis zebra
1285,Plectranthias garrupellus,150,Roatan,1,m,2.022727273,2.022727273,Plectranthias garrupellus
1286,Plectranthias garrupellus,170,St. Eustatius,1,m,3.76734481,3.76734481,Plectranthias garrupellus
1287,Plectranthias garrupellus,230,Roatan,1,m,1.589285714,1.589285714,Plectranthias garrupellus
1288,Plectranthias garrupellus,260,Roatan,1,m,1.126582278,1.126582278,Plectranthias garrupellus
1289,Plectranthias garrupellus,270,Roatan,1,m,1,1,Plectranthias garrupellus
1290,Plectranthias sp.,90,Curacao,2,m,1.187769118,2.375538236,Plectranthias garrupellus
1291,Plectranthias sp.,120,Bonaire,1,m,1.127104229,1.127104229,Plectranthias garrupellus
1292,Plectranthias sp.,120,Curacao,2,m,1.127104229,2.254208458,Plectranthias garrupellus
1293,Plectranthias sp.,170,St. Eustatius,1,m,3.76734481,3.76734481,Plectranthias garrupellus
1294,Polylepion sp.,210,Curacao,1,m,1.454078712,1.454078712,Polylepion russelli
1295,Polylepion sp.,240,Roatan,2,m,1.711538462,3.423076924,Polylepion russelli
1296,Polylepion sp.,250,Curacao,1,m,3.051927409,3.051927409,Polylepion russelli
1297,Polylepion sp.,270,Curacao,1,m,3.382094313,3.382094313,Polylepion russelli
1298,Polylepion sp.,270,Roatan,1,m,1,1,Polylepion russelli
1299,Polylepion sp.,300,Roatan,2,m,2.617647059,5.235294118,Polylepion russelli
1300,Polylepion sp.,320,Roatan,1,m,5.235294118,5.235294118,Polylepion russelli
1301,Pomacanthus arcuatus,40,Roatan,1,m,1.1125,1.1125,Pomacanthus arcuatus
1302,Pomacanthus arcuatus,70,Bonaire,2,m,2.085070543,4.170141086,Pomacanthus arcuatus
1303,Pomacanthus arcuatus,100,Roatan,1,m,1.483333333,1.483333333,Pomacanthus arcuatus
1304,Pomacanthus paru,40,St. Eustatius,1,m,10.87650602,10.87650602,Pomacanthus paru
1305,Pomacanthus paru,50,Bonaire,1,m,0.999995899,0.999995899,Pomacanthus paru
1306,Pomacanthus paru,50,St. Eustatius,2,m,15.20421053,30.40842106,Pomacanthus paru
1307,Pomacanthus paru,70,Roatan,1,m,2.656716418,2.656716418,Pomacanthus paru
1308,Pomacanthus paru,80,St. Eustatius,2,m,3.768327681,7.536655362,Pomacanthus paru
1309,Pomacanthus paru,90,St. Eustatius,2,m,1,2,Pomacanthus paru
1310,Pomacanthus paru,150,Bonaire,2,m,1.188927353,2.377854706,Pomacanthus paru
1311,Pontinus castor,110,Bonaire,1,m,1.161185714,1.161185714,Pontinus castor
1312,Pontinus castor,120,Curacao,2,m,1.127104229,2.254208458,Pontinus castor
1313,Pontinus castor,130,Curacao,1,m,1.303308391,1.303308391,Pontinus castor
1314,Pontinus castor,140,Bonaire,5,m,1.365335946,6.82667973,Pontinus castor
1315,Pontinus castor,150,Bonaire,4,m,1.188927353,4.755709412,Pontinus castor
1316,Pontinus castor,150,Curacao,5,m,1.188927353,5.944636765,Pontinus castor
1317,Pontinus castor,160,Curacao,2,m,1.212877394,2.425754788,Pontinus castor
1318,Pontinus castor,170,St. Eustatius,1,m,3.76734481,3.76734481,Pontinus castor
1319,Pontinus castor,180,Bonaire,1,m,1.724533239,1.724533239,Pontinus castor
1320,Pontinus castor,180,Curacao,2,m,1.724533239,3.449066478,Pontinus castor
1321,Pontinus castor,180,Roatan,2,m,2.870967742,5.741935484,Pontinus castor
1322,Pontinus castor,180,St. Eustatius,1,m,4.174566474,4.174566474,Pontinus castor
1323,Pontinus castor,190,Curacao,2,m,1.643187332,3.286374664,Pontinus castor
1324,Pontinus castor,190,Roatan,1,m,1.934782609,1.934782609,Pontinus castor
1325,Pontinus castor,200,Curacao,2,m,1.203301258,2.406602516,Pontinus castor
1326,Pontinus castor,200,Roatan,1,m,1.369230769,1.369230769,Pontinus castor
1327,Pontinus castor,210,Curacao,2,m,1.454078712,2.908157424,Pontinus castor
1328,Pontinus castor,210,Roatan,1,m,2.119047619,2.119047619,Pontinus castor
1329,Pontinus castor,210,St. Eustatius,1,m,2.498961938,2.498961938,Pontinus castor
1330,Pontinus castor,240,Curacao,1,m,2.350351807,2.350351807,Pontinus castor
1331,Pontinus castor,250,Bonaire,1,m,3.051927409,3.051927409,Pontinus castor
1332,Pontinus castor,270,Roatan,1,m,1,1,Pontinus castor
1333,Pontinus nematophthalmus,130,Curacao,2,m,1.303308391,2.606616782,Pontinus nematophthalmus
1334,Pontinus nematophthalmus,150,Curacao,2,m,1.188927353,2.377854706,Pontinus nematophthalmus
1335,Pontinus nematophthalmus,160,Curacao,2,m,1.212877394,2.425754788,Pontinus nematophthalmus
1336,Pontinus nematophthalmus,170,Curacao,2,m,1.172632844,2.345265688,Pontinus nematophthalmus
1337,Pontinus nematophthalmus,180,Curacao,3,m,1.724533239,5.173599717,Pontinus nematophthalmus
1338,Pontinus nematophthalmus,190,Curacao,2,m,1.643187332,3.286374664,Pontinus nematophthalmus
1339,Pontinus nematophthalmus,200,Curacao,4,m,1.203301258,4.813205032,Pontinus nematophthalmus
1340,Pontinus nematophthalmus,210,Curacao,2,m,1.454078712,2.908157424,Pontinus nematophthalmus
1341,Pontinus nematophthalmus,230,Curacao,1,m,1.644295347,1.644295347,Pontinus nematophthalmus
1342,Pontinus nematophthalmus,240,Curacao,1,m,2.350351807,2.350351807,Pontinus nematophthalmus
1343,Pontinus nematophthalmus,250,Curacao,1,m,3.051927409,3.051927409,Pontinus nematophthalmus
1344,Pontinus nematophthalmus,300,Curacao,1,m,8.196605042,8.196605042,Pontinus nematophthalmus
1345,Priacanthus arenatus,140,Roatan,1,m,1.893617021,1.893617021,Priacanthus arenatus
1346,Priacanthus arenatus,150,Roatan,2,m,2.022727273,4.045454546,Priacanthus arenatus
1347,Priacanthus arenatus,190,St. Eustatius,1,m,3.571711177,3.571711177,Priacanthus arenatus
1348,Priolepis hipoliti,110,Bonaire,3,m,1.161185714,3.483557142,Priolepis hipoliti
1349,Pristigenys alta,70,Curacao,1,m,2.085070543,2.085070543,Pristigenys alta
1350,Pristigenys alta,90,Curacao,1,m,1.187769118,1.187769118,Pristigenys alta
1351,Pristigenys alta,110,Curacao,1,m,1.161185714,1.161185714,Pristigenys alta
1352,Pristigenys alta,120,Bonaire,1,m,1.127104229,1.127104229,Pristigenys alta
1353,Pristigenys alta,120,Curacao,1,m,1.127104229,1.127104229,Pristigenys alta
1354,Pristigenys alta,120,Roatan,1,m,2.170731707,2.170731707,Pristigenys alta
1355,Pristigenys alta,130,Curacao,2,m,1.303308391,2.606616782,Pristigenys alta
1356,Pristigenys alta,140,Bonaire,2,m,1.365335946,2.730671892,Pristigenys alta
1357,Pristigenys alta,140,Roatan,1,m,1.893617021,1.893617021,Pristigenys alta
1358,Pristigenys alta,140,St. Eustatius,1,m,5.143874644,5.143874644,Pristigenys alta
1359,Pristigenys alta,150,Bonaire,1,m,1.188927353,1.188927353,Pristigenys alta
1360,Pristigenys alta,150,Roatan,4,m,2.022727273,8.090909092,Pristigenys alta
1361,Pristigenys alta,150,St. Eustatius,1,m,3.366899767,3.366899767,Pristigenys alta
1362,Pristigenys alta,160,Bonaire,5,m,1.212877394,6.06438697,Pristigenys alta
1363,Pristigenys alta,160,Curacao,2,m,1.212877394,2.425754788,Pristigenys alta
1364,Pristigenys alta,160,Roatan,4,m,1.618181818,6.472727272,Pristigenys alta
1365,Pristigenys alta,160,St. Eustatius,4,m,4.342754059,17.37101624,Pristigenys alta
1366,Pristigenys alta,170,Curacao,1,m,1.172632844,1.172632844,Pristigenys alta
1367,Pristigenys alta,170,Roatan,1,m,1.022988506,1.022988506,Pristigenys alta
1368,Pristigenys alta,170,St. Eustatius,3,m,3.76734481,11.30203443,Pristigenys alta
1369,Pristigenys alta,180,Curacao,2,m,1.724533239,3.449066478,Pristigenys alta
1370,Pristigenys alta,180,St. Eustatius,2,m,4.174566474,8.349132948,Pristigenys alta
1371,Pristigenys alta,190,St. Eustatius,3,m,3.571711177,10.71513353,Pristigenys alta
1372,Pristigenys alta,210,St. Eustatius,2,m,2.498961938,4.997923876,Pristigenys alta
1373,Pristipomoides aquilonaris,160,Bonaire,1,m,1.212877394,1.212877394,Pristipomoides aquilonaris
1374,Pristipomoides aquilonaris,210,Bonaire,3,m,1.454078712,4.362236136,Pristipomoides aquilonaris
1375,Pristipomoides aquilonaris,230,Bonaire,1,m,1.644295347,1.644295347,Pristipomoides aquilonaris
1376,Pristipomoides freemani,190,Bonaire,1,m,1.643187332,1.643187332,Pristipomoides freemani
1377,Pristipomoides macrophthalmus,210,Curacao,1,m,1.454078712,1.454078712,Pristipomoides macrophthalmus
1378,Pristipomoides macrophthalmus,230,St. Eustatius,1,m,2.26572549,2.26572549,Pristipomoides macrophthalmus
1379,Prognathodes aculeatus,20,Roatan,1,m,1.934782609,1.934782609,Prognathodes aculeatus
1380,Prognathodes aculeatus,30,Roatan,3,m,1.034883721,3.104651163,Prognathodes aculeatus
1381,Prognathodes aculeatus,40,Bonaire,1,m,1.139215137,1.139215137,Prognathodes aculeatus
1382,Prognathodes aculeatus,40,Roatan,2,m,1.1125,2.225,Prognathodes aculeatus
1383,Prognathodes aculeatus,40,St. Eustatius,4,m,10.87650602,43.50602408,Prognathodes aculeatus
1384,Prognathodes aculeatus,50,Bonaire,2,m,0.999995899,1.999991798,Prognathodes aculeatus
1385,Prognathodes aculeatus,50,Curacao,2,m,0.999995899,1.999991798,Prognathodes aculeatus
1386,Prognathodes aculeatus,50,St. Eustatius,2,m,15.20421053,30.40842106,Prognathodes aculeatus
1387,Prognathodes aculeatus,60,Bonaire,2,m,2.016114097,4.032228194,Prognathodes aculeatus
1388,Prognathodes aculeatus,60,Curacao,4,m,2.016114097,8.064456388,Prognathodes aculeatus
1389,Prognathodes aculeatus,60,Roatan,6,m,1.893617021,11.36170213,Prognathodes aculeatus
1390,Prognathodes aculeatus,70,Curacao,5,m,2.085070543,10.42535272,Prognathodes aculeatus
1391,Prognathodes aculeatus,70,Roatan,7,m,2.656716418,18.59701493,Prognathodes aculeatus
1392,Prognathodes aculeatus,80,Bonaire,1,m,1.181725224,1.181725224,Prognathodes aculeatus
1393,Prognathodes aculeatus,80,Curacao,5,m,1.181725224,5.90862612,Prognathodes aculeatus
1394,Prognathodes aculeatus,80,Roatan,1,m,2.472222222,2.472222222,Prognathodes aculeatus
1395,Prognathodes aculeatus,80,St. Eustatius,8,m,3.768327681,30.14662145,Prognathodes aculeatus
1396,Prognathodes aculeatus,90,Bonaire,1,m,1.187769118,1.187769118,Prognathodes aculeatus
1397,Prognathodes aculeatus,90,Curacao,8,m,1.187769118,9.502152944,Prognathodes aculeatus
1398,Prognathodes aculeatus,90,Roatan,1,m,2.966666667,2.966666667,Prognathodes aculeatus
1399,Prognathodes aculeatus,90,St. Eustatius,6,m,1,6,Prognathodes aculeatus
1400,Prognathodes aculeatus,100,Curacao,2,m,1.379236425,2.75847285,Prognathodes aculeatus
1401,Prognathodes aculeatus,100,St. Eustatius,10,m,1.546301253,15.46301253,Prognathodes aculeatus
1402,Prognathodes aculeatus,110,Bonaire,2,m,1.161185714,2.322371428,Prognathodes aculeatus
1403,Prognathodes aculeatus,110,St. Eustatius,6,m,1.300675371,7.804052226,Prognathodes aculeatus
1404,Prognathodes aculeatus,120,Bonaire,3,m,1.127104229,3.381312687,Prognathodes aculeatus
1405,Prognathodes aculeatus,120,Curacao,1,m,1.127104229,1.127104229,Prognathodes aculeatus
1406,Prognathodes aculeatus,120,St. Eustatius,3,m,3.838426787,11.51528036,Prognathodes aculeatus
1407,Prognathodes aculeatus,130,Bonaire,1,m,1.303308391,1.303308391,Prognathodes aculeatus
1408,Prognathodes aculeatus,130,Curacao,2,m,1.303308391,2.606616782,Prognathodes aculeatus
1409,Prognathodes aculeatus,130,St. Eustatius,2,m,3.42437174,6.84874348,Prognathodes aculeatus
1410,Prognathodes aculeatus,140,St. Eustatius,2,m,5.143874644,10.28774929,Prognathodes aculeatus
1411,Prognathodes aculeatus,150,St. Eustatius,1,m,3.366899767,3.366899767,Prognathodes aculeatus
1412,Prognathodes guyanensis,90,Curacao,1,m,1.187769118,1.187769118,Prognathodes guyanensis
1413,Prognathodes guyanensis,100,Curacao,4,m,1.379236425,5.5169457,Prognathodes guyanensis
1414,Prognathodes guyanensis,100,Roatan,3,m,1.483333333,4.449999999,Prognathodes guyanensis
1415,Prognathodes guyanensis,110,Bonaire,1,m,1.161185714,1.161185714,Prognathodes guyanensis
1416,Prognathodes guyanensis,110,Curacao,2,m,1.161185714,2.322371428,Prognathodes guyanensis
1417,Prognathodes guyanensis,120,Bonaire,1,m,1.127104229,1.127104229,Prognathodes guyanensis
1418,Prognathodes guyanensis,120,Curacao,3,m,1.127104229,3.381312687,Prognathodes guyanensis
1419,Prognathodes guyanensis,130,Bonaire,1,m,1.303308391,1.303308391,Prognathodes guyanensis
1420,Prognathodes guyanensis,130,Curacao,4,m,1.303308391,5.213233564,Prognathodes guyanensis
1421,Prognathodes guyanensis,140,Bonaire,5,m,1.365335946,6.82667973,Prognathodes guyanensis
1422,Prognathodes guyanensis,140,Curacao,3,m,1.365335946,4.096007838,Prognathodes guyanensis
1423,Prognathodes guyanensis,140,St. Eustatius,2,m,5.143874644,10.28774929,Prognathodes guyanensis
1424,Prognathodes guyanensis,150,Bonaire,2,m,1.188927353,2.377854706,Prognathodes guyanensis
1425,Prognathodes guyanensis,150,Curacao,2,m,1.188927353,2.377854706,Prognathodes guyanensis
1426,Prognathodes guyanensis,160,Bonaire,4,m,1.212877394,4.851509576,Prognathodes guyanensis
1427,Prognathodes guyanensis,160,Curacao,6,m,1.212877394,7.277264364,Prognathodes guyanensis
1428,Prognathodes guyanensis,170,Curacao,1,m,1.172632844,1.172632844,Prognathodes guyanensis
1429,Prognathodes guyanensis,170,St. Eustatius,1,m,3.76734481,3.76734481,Prognathodes guyanensis
1430,Prognathodes guyanensis,200,Curacao,1,m,1.203301258,1.203301258,Prognathodes guyanensis
1431,Prognathodes guyanensis,200,Roatan,1,m,1.369230769,1.369230769,Prognathodes guyanensis
1432,Prognathodes guyanensis,210,Curacao,1,m,1.454078712,1.454078712,Prognathodes guyanensis
1433,Pronotogrammus martinicensis,80,Bonaire,2,m,1.181725224,2.363450448,Pronotogrammus martinicensis
1434,Pronotogrammus martinicensis,80,Curacao,1,m,1.181725224,1.181725224,Pronotogrammus martinicensis
1435,Pronotogrammus martinicensis,90,Bonaire,40,m,1.187769118,47.51076472,Pronotogrammus martinicensis
1436,Pronotogrammus martinicensis,90,Curacao,17,m,1.187769118,20.19207501,Pronotogrammus martinicensis
1437,Pronotogrammus martinicensis,100,Bonaire,12,m,1.379236425,16.5508371,Pronotogrammus martinicensis
1438,Pronotogrammus martinicensis,100,Curacao,12,m,1.379236425,16.5508371,Pronotogrammus martinicensis
1439,Pronotogrammus martinicensis,110,Bonaire,79,m,1.161185714,91.73367141,Pronotogrammus martinicensis
1440,Pronotogrammus martinicensis,110,Curacao,100,m,1.161185714,116.1185714,Pronotogrammus martinicensis
1441,Pronotogrammus martinicensis,120,Bonaire,186,m,1.127104229,209.6413866,Pronotogrammus martinicensis
1442,Pronotogrammus martinicensis,120,Curacao,80,m,1.127104229,90.16833832,Pronotogrammus martinicensis
1443,Pronotogrammus martinicensis,130,Bonaire,49,m,1.303308391,63.86211116,Pronotogrammus martinicensis
1444,Pronotogrammus martinicensis,130,Curacao,76,m,1.303308391,99.05143772,Pronotogrammus martinicensis
1445,Pronotogrammus martinicensis,140,Bonaire,104,m,1.365335946,141.9949384,Pronotogrammus martinicensis
1446,Pronotogrammus martinicensis,140,Curacao,27,m,1.365335946,36.86407054,Pronotogrammus martinicensis
1447,Pronotogrammus martinicensis,140,Roatan,3,m,1.893617021,5.680851063,Pronotogrammus martinicensis
1448,Pronotogrammus martinicensis,140,St. Eustatius,1,m,5.143874644,5.143874644,Pronotogrammus martinicensis
1449,Pronotogrammus martinicensis,150,Bonaire,61,m,1.188927353,72.52456853,Pronotogrammus martinicensis
1450,Pronotogrammus martinicensis,150,Curacao,52,m,1.188927353,61.82422236,Pronotogrammus martinicensis
1451,Pronotogrammus martinicensis,150,St. Eustatius,1,m,3.366899767,3.366899767,Pronotogrammus martinicensis
1452,Pronotogrammus martinicensis,160,Bonaire,19,m,1.212877394,23.04467049,Pronotogrammus martinicensis
1453,Pronotogrammus martinicensis,160,Curacao,93,m,1.212877394,112.7975976,Pronotogrammus martinicensis
1454,Pronotogrammus martinicensis,160,St. Eustatius,12,m,4.342754059,52.11304871,Pronotogrammus martinicensis
1455,Pronotogrammus martinicensis,170,Bonaire,13,m,1.172632844,15.24422697,Pronotogrammus martinicensis
1456,Pronotogrammus martinicensis,170,Curacao,22,m,1.172632844,25.79792257,Pronotogrammus martinicensis
1457,Pronotogrammus martinicensis,170,St. Eustatius,28,m,3.76734481,105.4856547,Pronotogrammus martinicensis
1458,Pronotogrammus martinicensis,180,Bonaire,1,m,1.724533239,1.724533239,Pronotogrammus martinicensis
1459,Pronotogrammus martinicensis,180,Curacao,47,m,1.724533239,81.05306223,Pronotogrammus martinicensis
1460,Pronotogrammus martinicensis,180,St. Eustatius,10,m,4.174566474,41.74566474,Pronotogrammus martinicensis
1461,Pronotogrammus martinicensis,190,Curacao,17,m,1.643187332,27.93418464,Pronotogrammus martinicensis
1462,Pronotogrammus martinicensis,190,St. Eustatius,8,m,3.571711177,28.57368942,Pronotogrammus martinicensis
1463,Pronotogrammus martinicensis,200,Curacao,6,m,1.203301258,7.219807548,Pronotogrammus martinicensis
1464,Pronotogrammus martinicensis,200,St. Eustatius,1,m,3.862032086,3.862032086,Pronotogrammus martinicensis
1465,Pronotogrammus martinicensis,210,Curacao,2,m,1.454078712,2.908157424,Pronotogrammus martinicensis
1466,Pronotogrammus martinicensis,210,St. Eustatius,2,m,2.498961938,4.997923876,Pronotogrammus martinicensis
1467,Pronotogrammus martinicensis,220,Curacao,5,m,1.136560242,5.68280121,Pronotogrammus martinicensis
1468,Pronotogrammus martinicensis,230,Curacao,1,m,1.644295347,1.644295347,Pronotogrammus martinicensis
1469,Pronotogrammus martinicensis,240,St. Eustatius,1,m,14.21653543,14.21653543,Pronotogrammus martinicensis
1470,Pronotogrammus martinicensis,290,Curacao,1,m,4.077742475,4.077742475,Pronotogrammus martinicensis
1471,Pseudupeneus maculatus,50,Roatan,1,m,1.390625,1.390625,Pseudupeneus maculatus
1472,Pseudupeneus maculatus,60,Roatan,5,m,1.893617021,9.468085105,Pseudupeneus maculatus
1473,Psilotris laurae,140,Bonaire,1,m,1.365335946,1.365335946,Psilotris boehlkei
1474,Ptereleotris helenae,60,Bonaire,3,m,2.016114097,6.048342291,Ptereleotris helenae
1475,Ptereleotris helenae,60,Curacao,1,m,2.016114097,2.016114097,Ptereleotris helenae
1476,Ptereleotris helenae,70,Bonaire,3,m,2.085070543,6.255211629,Ptereleotris helenae
1477,Ptereleotris helenae,70,Curacao,8,m,2.085070543,16.68056434,Ptereleotris helenae
1478,Ptereleotris helenae,70,St. Eustatius,2,m,5.971062422,11.94212484,Ptereleotris helenae
