,species,dband,location,hab,abundance,m,COEF,X,abu.corr,species.fb
266,Canthigaster rostrata,50,St. Eustatius,deep,1,m,15.20421053,NA,15.20421053,Canthigaster rostrata
611,Chromis insolata,40,Roatan,shallow,680,m,1.1125,40,756.5,Chromis insolata
261,Canthigaster rostrata,40,Roatan,deep,182,m,1.1125,40,202.475,Canthigaster rostrata
269,Canthigaster rostrata,70,Bonaire,deep,1,m,2.085070543,NA,2.085070543,Canthigaster rostrata
262,Canthigaster rostrata,40,Roatan,shallow,182,m,1.1125,40,202.475,Canthigaster rostrata
967,Gramma melacara,40,Roatan,deep,136,m,1.1125,40,151.3,Gramma melacara
272,Canthigaster rostrata,70,St. Eustatius,deep,2,m,5.971062422,NA,11.94212484,Canthigaster rostrata
273,Canthigaster rostrata,80,Bonaire,deep,2,m,1.181725224,NA,2.363450448,Canthigaster rostrata
968,Gramma melacara,40,Roatan,shallow,136,m,1.1125,40,151.3,Gramma melacara
552,Chromis cyanea,40,Roatan,deep,96,m,1.1125,40,106.8,Chromis cyanea
276,Canthigaster rostrata,80,St. Eustatius,deep,1,m,3.768327681,NA,3.768327681,Canthigaster rostrata
277,Canthigaster rostrata,90,Bonaire,deep,2,m,1.187769118,NA,2.375538236,Canthigaster rostrata
553,Chromis cyanea,40,Roatan,shallow,96,m,1.1125,40,106.8,Chromis cyanea
1055,Halichoeres garnoti,40,Roatan,deep,35,m,1.1125,40,38.9375,Halichoeres garnoti
280,Canthigaster rostrata,90,St. Eustatius,deep,1,m,1,NA,1,Canthigaster rostrata
281,Canthigaster rostrata,100,Bonaire,deep,1,m,1.379236425,NA,1.379236425,Canthigaster rostrata
1056,Halichoeres garnoti,40,Roatan,shallow,35,m,1.1125,40,38.9375,Halichoeres garnoti
2162,Stegastes partitus,40,Roatan,deep,32,m,1.1125,40,35.6,Stegastes partitus
284,Canthigaster rostrata,100,St. Eustatius,deep,1,m,1.546301253,NA,1.546301253,Canthigaster rostrata
2163,Stegastes partitus,40,Roatan,shallow,32,m,1.1125,40,35.6,Stegastes partitus
1959,Scarus taeniopterus,40,Roatan,deep,30,m,1.1125,40,33.375,Scarus taeniopterus
1960,Scarus taeniopterus,40,Roatan,shallow,30,m,1.1125,40,33.375,Scarus taeniopterus
699,Clepticus parrae,40,Roatan,deep,24,m,1.1125,40,26.7,Clepticus parrae
700,Clepticus parrae,40,Roatan,shallow,24,m,1.1125,40,26.7,Clepticus parrae
430,Chaetodon capistratus,40,Roatan,deep,16,m,1.1125,40,17.8,Chaetodon capistratus
431,Chaetodon capistratus,40,Roatan,shallow,16,m,1.1125,40,17.8,Chaetodon capistratus
1083,Halichoeres pictus,40,Roatan,deep,16,m,1.1125,40,17.8,Halichoeres pictus
1084,Halichoeres pictus,40,Roatan,shallow,16,m,1.1125,40,17.8,Halichoeres pictus
914,Gnatholepis thompsoni,40,Roatan,deep,11,m,1.1125,40,12.2375,Gnatholepis thompsoni
295,Canthigaster rostrata,210,St. Eustatius,deep,1,m,2.498961938,NA,2.498961938,Canthigaster rostrata
296,Carangoides bartholomaei,90,Bonaire,deep,10,m,1.187769118,NA,11.87769118,Carangoides bartholomaei
915,Gnatholepis thompsoni,40,Roatan,shallow,11,m,1.1125,40,12.2375,Gnatholepis thompsoni
844,Flammeo marianus,40,Roatan,deep,10,m,1.1125,40,11.125,Neoniphon marianus
845,Flammeo marianus,40,Roatan,shallow,10,m,1.1125,40,11.125,Neoniphon marianus
2092,Serranus tortugarum,40,Roatan,deep,8,m,1.1125,40,8.9,Serranus tortugarum
2093,Serranus tortugarum,40,Roatan,shallow,8,m,1.1125,40,8.9,Serranus tortugarum
302,Carangoides ruber,40,St. Eustatius,deep,1,m,10.87650602,NA,10.87650602,Caranx ruber
303,Carangoides ruber,50,Bonaire,deep,1,m,0.999995899,NA,0.999995899,Caranx ruber
2115,Sparisoma aurofrenatum,40,Roatan,deep,8,m,1.1125,40,8.9,Sparisoma aurofrenatum
2116,Sparisoma aurofrenatum,40,Roatan,shallow,8,m,1.1125,40,8.9,Sparisoma aurofrenatum
306,Carangoides ruber,70,Bonaire,deep,1,m,2.085070543,NA,2.085070543,Caranx ruber
300,Carangoides ruber,40,Roatan,deep,7,m,1.1125,40,7.7875,Caranx ruber
301,Carangoides ruber,40,Roatan,shallow,7,m,1.1125,40,7.7875,Caranx ruber
1258,Liopropoma mowbrayi,40,Roatan,deep,6,m,1.1125,40,6.675,Liopropoma mowbrayi
1259,Liopropoma mowbrayi,40,Roatan,shallow,6,m,1.1125,40,6.675,Liopropoma mowbrayi
311,Carangoides ruber,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Caranx ruber
2108,Sparisoma atomarium,40,Roatan,deep,4,m,1.1125,40,4.45,Sparisoma atomarium
2109,Sparisoma atomarium,40,Roatan,shallow,4,m,1.1125,40,4.45,Sparisoma atomarium
16,Acanthurus coeruleus,40,Roatan,deep,3,m,1.1125,40,3.3375,Acanthurus coeruleus
17,Acanthurus coeruleus,40,Roatan,shallow,3,m,1.1125,40,3.3375,Acanthurus coeruleus
999,Haemulon flavolineatum,40,Roatan,deep,3,m,1.1125,40,3.3375,Haemulon flavolineatum
317,Caranx latus,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Caranx latus
1000,Haemulon flavolineatum,40,Roatan,shallow,3,m,1.1125,40,3.3375,Haemulon flavolineatum
1015,Haemulon plumierii,40,Roatan,deep,3,m,1.1125,40,3.3375,Haemulon plumierii
1016,Haemulon plumierii,40,Roatan,shallow,3,m,1.1125,40,3.3375,Haemulon plumierii
1439,Malacanthus plumieri,40,Roatan,deep,3,m,1.1125,40,3.3375,Malacanthus plumieri
1440,Malacanthus plumieri,40,Roatan,shallow,3,m,1.1125,40,3.3375,Malacanthus plumieri
1456,Mulloidichthys martinicus,40,Roatan,deep,3,m,1.1125,40,3.3375,Mulloidichthys martinicus
1457,Mulloidichthys martinicus,40,Roatan,shallow,3,m,1.1125,40,3.3375,Mulloidichthys martinicus
1953,Scarus iseri,40,Roatan,deep,3,m,1.1125,40,3.3375,Scarus iseri
326,Caranx lugubris,110,St. Eustatius,deep,1,m,1.300675371,NA,1.300675371,Caranx lugubris
1954,Scarus iseri,40,Roatan,shallow,3,m,1.1125,40,3.3375,Scarus iseri
2280,Trachinotus goodei,40,Roatan,deep,3,m,1.1125,40,3.3375,Trachinotus goodei
2281,Trachinotus goodei,40,Roatan,shallow,3,m,1.1125,40,3.3375,Trachinotus goodei
184,Bodianus rufus,40,Roatan,deep,2,m,1.1125,40,2.225,Bodianus rufus
185,Bodianus rufus,40,Roatan,shallow,2,m,1.1125,40,2.225,Bodianus rufus
387,Cephalopholis cruentata,40,Roatan,deep,2,m,1.1125,40,2.225,Cephalopholis cruentata
388,Cephalopholis cruentata,40,Roatan,shallow,2,m,1.1125,40,2.225,Cephalopholis cruentata
959,Gramma loreto,40,Roatan,deep,2,m,1.1125,40,2.225,Gramma loreto
960,Gramma loreto,40,Roatan,shallow,2,m,1.1125,40,2.225,Gramma loreto
1115,Holacanthus tricolor,40,Roatan,deep,2,m,1.1125,40,2.225,Holacanthus tricolor
1116,Holacanthus tricolor,40,Roatan,shallow,2,m,1.1125,40,2.225,Holacanthus tricolor
1150,Holocentrus rufus,40,Roatan,deep,2,m,1.1125,40,2.225,Holocentrus rufus
1151,Holocentrus rufus,40,Roatan,shallow,2,m,1.1125,40,2.225,Holocentrus rufus
1506,Opistognathus aurifrons,40,Roatan,deep,2,m,1.1125,40,2.225,Opistognathus aurifrons
1507,Opistognathus aurifrons,40,Roatan,shallow,2,m,1.1125,40,2.225,Opistognathus aurifrons
1784,Prognathodes aculeatus,40,Roatan,deep,2,m,1.1125,40,2.225,Prognathodes aculeatus
1785,Prognathodes aculeatus,40,Roatan,shallow,2,m,1.1125,40,2.225,Prognathodes aculeatus
228,Canthigaster jamestyleri,40,Roatan,deep,1,m,1.1125,40,1.1125,Canthigaster jamestyleri
229,Canthigaster jamestyleri,40,Roatan,shallow,1,m,1.1125,40,1.1125,Canthigaster jamestyleri
318,Caranx lugubris,40,Roatan,deep,1,m,1.1125,40,1.1125,Caranx lugubris
347,Caulolatilus dooleyi,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Caulolatilus dooleyi
348,Caulolatilus dooleyi,120,Bonaire,deep,1,m,1.127104229,NA,1.127104229,Caulolatilus dooleyi
349,Caulolatilus dooleyi,130,Bonaire,deep,1,m,1.303308391,NA,1.303308391,Caulolatilus dooleyi
350,Caulolatilus dooleyi,160,Bonaire,deep,1,m,1.212877394,NA,1.212877394,Caulolatilus dooleyi
351,Caulolatilus dooleyi,170,Bonaire,deep,4,m,1.172632844,NA,4.690531376,Caulolatilus dooleyi
352,Caulolatilus dooleyi,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Caulolatilus dooleyi
353,Caulolatilus dooleyi,190,Bonaire,deep,3,m,1.643187332,NA,4.929561996,Caulolatilus dooleyi
354,Caulolatilus dooleyi,200,Bonaire,deep,3,m,1.203301258,NA,3.609903774,Caulolatilus dooleyi
355,Caulolatilus plumieri,130,Bonaire,deep,1,m,1.303308391,NA,1.303308391,Malacanthus plumieri
356,Caulolatilus plumieri,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Malacanthus plumieri
357,Centropristis fuscula,40,Curacao,deep,1,m,1.139215137,NA,1.139215137,Centropristis fuscula
358,Centropristis fuscula,70,Curacao,deep,2,m,2.085070543,NA,4.170141086,Centropristis fuscula
359,Centropristis fuscula,90,Curacao,deep,1,m,1.187769118,NA,1.187769118,Centropristis fuscula
360,Centropristis fuscula,110,Curacao,deep,1,m,1.161185714,NA,1.161185714,Centropristis fuscula
361,Centropristis fuscula,120,Curacao,deep,3,m,1.127104229,NA,3.381312687,Centropristis fuscula
362,Centropristis fuscula,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Centropristis fuscula
363,Centropristis fuscula,190,Curacao,deep,2,m,1.643187332,NA,3.286374664,Centropristis fuscula
364,Centropristis fuscula,230,Curacao,deep,2,m,1.644295347,NA,3.288590694,Centropristis fuscula
365,Centropristis fuscula,240,Curacao,deep,1,m,2.350351807,NA,2.350351807,Centropristis fuscula
366,Centropyge argi,40,Bonaire,deep,1,m,1.139215137,NA,1.139215137,Centropyge argi
367,Centropyge argi,40,St. Eustatius,deep,2,m,10.87650602,NA,21.75301204,Centropyge argi
319,Caranx lugubris,40,Roatan,shallow,1,m,1.1125,40,1.1125,Caranx lugubris
939,Gramma linki,40,Roatan,deep,1,m,1.1125,40,1.1125,Gramma linki
370,Centropyge argi,60,Bonaire,deep,2,m,2.016114097,NA,4.032228194,Centropyge argi
371,Centropyge argi,60,Curacao,deep,30,m,2.016114097,NA,60.48342291,Centropyge argi
372,Centropyge argi,60,St. Eustatius,deep,7,m,6.826086957,NA,47.7826087,Centropyge argi
373,Centropyge argi,70,Bonaire,deep,18,m,2.085070543,NA,37.53126977,Centropyge argi
374,Centropyge argi,70,Curacao,deep,8,m,2.085070543,NA,16.68056434,Centropyge argi
940,Gramma linki,40,Roatan,shallow,1,m,1.1125,40,1.1125,Gramma linki
992,Haemulon bonariense,40,Roatan,deep,1,m,1.1125,40,1.1125,Haemulon bonariense
377,Centropyge argi,70,St. Eustatius,deep,20,m,5.971062422,NA,119.4212484,Centropyge argi
378,Centropyge argi,80,Bonaire,deep,6,m,1.181725224,NA,7.090351344,Centropyge argi
379,Centropyge argi,80,St. Eustatius,deep,2,m,3.768327681,NA,7.536655362,Centropyge argi
380,Centropyge argi,90,Bonaire,deep,2,m,1.187769118,NA,2.375538236,Centropyge argi
381,Centropyge argi,90,Curacao,deep,1,m,1.187769118,NA,1.187769118,Centropyge argi
382,Centropyge argi,90,St. Eustatius,deep,2,m,1,NA,2,Centropyge argi
993,Haemulon bonariense,40,Roatan,shallow,1,m,1.1125,40,1.1125,Haemulon bonariense
1080,Halichoeres maculipinna,40,Roatan,deep,1,m,1.1125,40,1.1125,Halichoeres maculipinna
1081,Halichoeres maculipinna,40,Roatan,shallow,1,m,1.1125,40,1.1125,Halichoeres maculipinna
386,Cephalopholis cruentata,40,Curacao,deep,2,m,1.139215137,NA,2.278430274,Cephalopholis cruentata
1688,Pomacanthus arcuatus,40,Roatan,deep,1,m,1.1125,40,1.1125,Pomacanthus arcuatus
1689,Pomacanthus arcuatus,40,Roatan,shallow,1,m,1.1125,40,1.1125,Pomacanthus arcuatus
389,Cephalopholis cruentata,40,St. Eustatius,deep,2,m,10.87650602,NA,21.75301204,Cephalopholis cruentata
390,Cephalopholis cruentata,50,Curacao,deep,1,m,0.999995899,NA,0.999995899,Cephalopholis cruentata
2089,Serranus tabacarrius,40,Roatan,deep,1,m,1.1125,40,1.1125,Serranus tabacarius
2090,Serranus tabacarrius,40,Roatan,shallow,1,m,1.1125,40,1.1125,Serranus tabacarius
393,Cephalopholis cruentata,50,St. Eustatius,deep,1,m,15.20421053,NA,15.20421053,Cephalopholis cruentata
394,Cephalopholis cruentata,60,Bonaire,deep,2,m,2.016114097,NA,4.032228194,Cephalopholis cruentata
395,Cephalopholis cruentata,60,Curacao,deep,4,m,2.016114097,NA,8.064456388,Cephalopholis cruentata
2131,Sparisoma viride,40,Roatan,deep,1,m,1.1125,40,1.1125,Sparisoma viride
2132,Sparisoma viride,40,Roatan,shallow,1,m,1.1125,40,1.1125,Sparisoma viride
398,Cephalopholis cruentata,70,Curacao,deep,4,m,2.085070543,NA,8.340282172,Cephalopholis cruentata
2143,Sphyraena barracuda,40,Roatan,deep,1,m,1.1125,40,1.1125,Sphyraena barracuda
2144,Sphyraena barracuda,40,Roatan,shallow,1,m,1.1125,40,1.1125,Sphyraena barracuda
401,Cephalopholis cruentata,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Cephalopholis cruentata
402,Cephalopholis cruentata,80,Curacao,deep,2,m,1.181725224,NA,2.363450448,Cephalopholis cruentata
2182,Stegastes xanthurus,40,Roatan,deep,1,m,1.1125,40,1.1125,Stegastes xanthurus
2183,Stegastes xanthurus,40,Roatan,shallow,1,m,1.1125,40,1.1125,Stegastes xanthurus
405,Cephalopholis cruentata,80,St. Eustatius,deep,3,m,3.768327681,NA,11.30498304,Cephalopholis cruentata
406,Cephalopholis cruentata,90,Bonaire,deep,18,m,1.187769118,NA,21.37984412,Cephalopholis cruentata
407,Cephalopholis cruentata,90,Curacao,deep,5,m,1.187769118,NA,5.93884559,Cephalopholis cruentata
2275,Thalassoma bifasciatum,40,Roatan,deep,1,m,1.1125,40,1.1125,Thalassoma bifasciatum
2276,Thalassoma bifasciatum,40,Roatan,shallow,1,m,1.1125,40,1.1125,Thalassoma bifasciatum
410,Cephalopholis cruentata,90,St. Eustatius,deep,2,m,1,NA,2,Cephalopholis cruentata
411,Cephalopholis cruentata,100,Curacao,deep,9,m,1.379236425,NA,12.41312783,Cephalopholis cruentata
615,Chromis insolata,50,Roatan,deep,521,m,1.390625,50,724.515625,Chromis insolata
616,Chromis insolata,50,Roatan,shallow,521,m,1.390625,50,724.515625,Chromis insolata
414,Cephalopholis cruentata,100,St. Eustatius,deep,4,m,1.546301253,NA,6.185205012,Cephalopholis cruentata
415,Cephalopholis cruentata,110,Bonaire,deep,7,m,1.161185714,NA,8.128299998,Cephalopholis cruentata
416,Cephalopholis cruentata,110,Curacao,deep,3,m,1.161185714,NA,3.483557142,Cephalopholis cruentata
746,Coryphopterus personatus,50,Roatan,deep,150,m,1.390625,50,208.59375,Coryphopterus personatus
747,Coryphopterus personatus,50,Roatan,shallow,150,m,1.390625,50,208.59375,Coryphopterus personatus
419,Cephalopholis cruentata,110,St. Eustatius,deep,3,m,1.300675371,NA,3.902026113,Cephalopholis cruentata
420,Cephalopholis cruentata,120,Curacao,deep,1,m,1.127104229,NA,1.127104229,Cephalopholis cruentata
421,Cephalopholis cruentata,120,St. Eustatius,deep,3,m,3.838426787,NA,11.51528036,Cephalopholis cruentata
422,Cephalopholis cruentata,130,Curacao,deep,1,m,1.303308391,NA,1.303308391,Cephalopholis cruentata
423,Cephalopholis cruentata,140,St. Eustatius,deep,1,m,5.143874644,NA,5.143874644,Cephalopholis cruentata
264,Canthigaster rostrata,50,Roatan,deep,80,m,1.390625,50,111.25,Canthigaster rostrata
425,Cephalopholis fulva,50,St. Eustatius,deep,3,m,15.20421053,NA,45.61263159,Cephalopholis fulva
265,Canthigaster rostrata,50,Roatan,shallow,80,m,1.390625,50,111.25,Canthigaster rostrata
557,Chromis cyanea,50,Roatan,deep,37,m,1.390625,50,51.453125,Chromis cyanea
558,Chromis cyanea,50,Roatan,shallow,37,m,1.390625,50,51.453125,Chromis cyanea
429,Chaetodon capistratus,40,Curacao,deep,4,m,1.139215137,NA,4.556860548,Chaetodon capistratus
969,Gramma melacara,50,Roatan,deep,21,m,1.390625,50,29.203125,Gramma melacara
970,Gramma melacara,50,Roatan,shallow,21,m,1.390625,50,29.203125,Gramma melacara
432,Chaetodon capistratus,50,Curacao,deep,5,m,0.999995899,NA,4.999979495,Chaetodon capistratus
1963,Scarus taeniopterus,50,Roatan,deep,20,m,1.390625,50,27.8125,Scarus taeniopterus
1964,Scarus taeniopterus,50,Roatan,shallow,20,m,1.390625,50,27.8125,Scarus taeniopterus
435,Chaetodon capistratus,50,St. Eustatius,deep,2,m,15.20421053,NA,30.40842106,Chaetodon capistratus
916,Gnatholepis thompsoni,50,Roatan,deep,18,m,1.390625,50,25.03125,Gnatholepis thompsoni
917,Gnatholepis thompsoni,50,Roatan,shallow,18,m,1.390625,50,25.03125,Gnatholepis thompsoni
438,Chaetodon capistratus,70,Curacao,deep,4,m,2.085070543,NA,8.340282172,Chaetodon capistratus
1059,Halichoeres garnoti,50,Roatan,deep,18,m,1.390625,50,25.03125,Halichoeres garnoti
1060,Halichoeres garnoti,50,Roatan,shallow,18,m,1.390625,50,25.03125,Halichoeres garnoti
441,Chaetodon capistratus,80,Curacao,deep,3,m,1.181725224,NA,3.545175672,Chaetodon capistratus
704,Clepticus parrae,50,Roatan,deep,13,m,1.390625,50,18.078125,Clepticus parrae
705,Clepticus parrae,50,Roatan,shallow,13,m,1.390625,50,18.078125,Clepticus parrae
433,Chaetodon capistratus,50,Roatan,deep,11,m,1.390625,50,15.296875,Chaetodon capistratus
434,Chaetodon capistratus,50,Roatan,shallow,11,m,1.390625,50,15.296875,Chaetodon capistratus
446,Chaetodon capistratus,100,Curacao,deep,1,m,1.379236425,NA,1.379236425,Chaetodon capistratus
2118,Sparisoma aurofrenatum,50,Roatan,deep,9,m,1.390625,50,12.515625,Sparisoma aurofrenatum
2119,Sparisoma aurofrenatum,50,Roatan,shallow,9,m,1.390625,50,12.515625,Sparisoma aurofrenatum
663,Chromis scotti,50,Roatan,deep,7,m,1.390625,50,9.734375,Chromis scotti
664,Chromis scotti,50,Roatan,shallow,7,m,1.390625,50,9.734375,Chromis scotti
847,Flammeo marianus,50,Roatan,deep,7,m,1.390625,50,9.734375,Neoniphon marianus
848,Flammeo marianus,50,Roatan,shallow,7,m,1.390625,50,9.734375,Neoniphon marianus
453,Chaetodon sedentarius,50,St. Eustatius,deep,1,m,15.20421053,NA,15.20421053,Chaetodon sedentarius
454,Chaetodon sedentarius,60,St. Eustatius,deep,1,m,6.826086957,NA,6.826086957,Chaetodon sedentarius
962,Gramma loreto,50,Roatan,deep,5,m,1.390625,50,6.953125,Gramma loreto
963,Gramma loreto,50,Roatan,shallow,5,m,1.390625,50,6.953125,Gramma loreto
457,Chaetodon sedentarius,70,St. Eustatius,deep,1,m,5.971062422,NA,5.971062422,Chaetodon sedentarius
1118,Holacanthus tricolor,50,Roatan,deep,5,m,1.390625,50,6.953125,Holacanthus tricolor
1119,Holacanthus tricolor,50,Roatan,shallow,5,m,1.390625,50,6.953125,Holacanthus tricolor
460,Chaetodon sedentarius,80,St. Eustatius,deep,4,m,3.768327681,NA,15.07331072,Chaetodon sedentarius
461,Chaetodon sedentarius,90,Bonaire,deep,4,m,1.187769118,NA,4.751076472,Chaetodon sedentarius
462,Chaetodon sedentarius,90,St. Eustatius,deep,2,m,1,NA,2,Chaetodon sedentarius
463,Chaetodon sedentarius,100,Bonaire,deep,1,m,1.379236425,NA,1.379236425,Chaetodon sedentarius
464,Chaetodon sedentarius,100,St. Eustatius,deep,1,m,1.546301253,NA,1.546301253,Chaetodon sedentarius
465,Chaetodon sedentarius,110,St. Eustatius,deep,4,m,1.300675371,NA,5.202701484,Chaetodon sedentarius
2167,Stegastes partitus,50,Roatan,deep,5,m,1.390625,50,6.953125,Stegastes partitus
2168,Stegastes partitus,50,Roatan,shallow,5,m,1.390625,50,6.953125,Stegastes partitus
468,Chaetodon striatus,50,Bonaire,deep,2,m,0.999995899,NA,1.999991798,Chaetodon striatus
469,Chaetodon striatus,50,St. Eustatius,deep,1,m,15.20421053,NA,15.20421053,Chaetodon striatus
470,Chaetodon striatus,60,Bonaire,deep,2,m,2.016114097,NA,4.032228194,Chaetodon striatus
188,Bodianus rufus,50,Roatan,deep,3,m,1.390625,50,4.171875,Bodianus rufus
189,Bodianus rufus,50,Roatan,shallow,3,m,1.390625,50,4.171875,Bodianus rufus
473,Chaetodon striatus,80,Bonaire,deep,6,m,1.181725224,NA,7.090351344,Chaetodon striatus
1003,Haemulon flavolineatum,50,Roatan,deep,3,m,1.390625,50,4.171875,Haemulon flavolineatum
1004,Haemulon flavolineatum,50,Roatan,shallow,3,m,1.390625,50,4.171875,Haemulon flavolineatum
476,Chaetodon striatus,100,St. Eustatius,deep,1,m,1.546301253,NA,1.546301253,Chaetodon striatus
391,Cephalopholis cruentata,50,Roatan,deep,2,m,1.390625,50,2.78125,Cephalopholis cruentata
478,Chaunax pictus,240,Curacao,deep,1,m,2.350351807,NA,2.350351807,Chaunax pictus
392,Cephalopholis cruentata,50,Roatan,shallow,2,m,1.390625,50,2.78125,Cephalopholis cruentata
368,Centropyge argi,50,Roatan,deep,1,m,1.390625,50,1.390625,Centropyge argi
481,Chaunax pictus,260,Curacao,deep,1,m,2.855374707,NA,2.855374707,Chaunax pictus
482,Chaunax pictus,270,Curacao,deep,1,m,3.382094313,NA,3.382094313,Chaunax pictus
483,Chaunax pictus,280,Curacao,deep,2,m,3.295256757,NA,6.590513514,Chaunax pictus
484,Chaunax pictus,290,Curacao,deep,1,m,4.077742475,NA,4.077742475,Chaunax pictus
369,Centropyge argi,50,Roatan,shallow,1,m,1.390625,50,1.390625,Centropyge argi
1085,Halichoeres pictus,50,Roatan,deep,1,m,1.390625,50,1.390625,Halichoeres pictus
487,Choranthias tenuis,90,Curacao,deep,1,m,1.187769118,NA,1.187769118,Choranthias tenuis
488,Choranthias tenuis,110,Bonaire,deep,124,m,1.161185714,NA,143.9870285,Choranthias tenuis
489,Choranthias tenuis,110,Curacao,deep,7,m,1.161185714,NA,8.128299998,Choranthias tenuis
490,Choranthias tenuis,120,Bonaire,deep,2,m,1.127104229,NA,2.254208458,Choranthias tenuis
491,Choranthias tenuis,120,Curacao,deep,5,m,1.127104229,NA,5.635521145,Choranthias tenuis
492,Choranthias tenuis,130,Bonaire,deep,4,m,1.303308391,NA,5.213233564,Choranthias tenuis
493,Choranthias tenuis,140,Curacao,deep,2,m,1.365335946,NA,2.730671892,Choranthias tenuis
494,Choranthias tenuis,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Choranthias tenuis
495,Choranthias tenuis,150,Curacao,deep,1,m,1.188927353,NA,1.188927353,Choranthias tenuis
